Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use
3392,Cucurbita maxima,Cucurbita maxima,"[['fruit', 'Hypnotics and sedatives'], ['fruit', 'Hemorrhage'], ['fruit', 'Hemoptysis'], ['fruit', 'Furunculosis'], ['flower', 'Antifungal agents'], ['fruit', 'Emollients'], ['seed', 'Migraine disorders'], ['fruit', 'Burns'], ['fruit', 'Abscess'], ['fruit', 'Inflammation'], ['fruit', 'Fever'], ['fruit', 'Diuretics'], ['seed', 'Anthelmintics'], ['fruit', 'Migraine disorders'], ['seed', 'Headache'], ['seed', 'Diuretics'], ['seed', 'Antineoplastic agents'], ['seed', 'Cystitis'], ['root', 'Snake bites'], ['root', 'Diarrhea'], ['leaf', 'Menstruation'], ['leaf', 'Burns'], ['fruit', 'Wounds and injuries'], ['root', 'Vomiting'], ['flower', 'Anti-bacterial agents'], ['fruit', 'Neuralgia'], ['seed', 'Intestinal diseases, parasitic'], ['None', 'Scorpion stings'], ['seed', 'Nematode infections'], ['None', 'Anthelmintics'], ['whole plant excluding root', 'Spasm'], ['whole plant excluding root', 'Diuretics'], ['whole plant excluding root', 'Cardiovascular system'], ['seed', 'Antinematodal agents'], ['whole plant', 'Nervous system diseases'], ['stem', 'Bites and stings'], ['seed', 'Urination disorders'], ['seed', 'General tonic for rejuvenation'], ['None', 'Cough'], ['whole plant excluding root', 'Antineoplastic agents'], ['None', 'Diuretics'], ['seed', 'Neuralgia'], ['None', 'Eye diseases'], ['None', 'Hemorrhage'], ['None', 'Earache'], ['seed', 'Nervous system diseases'], ['None', 'Toothache'], ['None', 'Neuralgia'], ['None', 'Urologic diseases'], ['None', 'Migraine disorders'], ['None', 'Kidney diseases'], ['None', 'Hemoptysis'], ['None', 'Headache'], ['None', 'Gonorrhea'], ['None', 'Nausea']]"
3393,Cucurbita moschata,Cucurbita moschata,"[['fruit', 'Furunculosis'], ['fruit', 'Asthma'], ['fruit', 'Bronchitis'], ['fruit', 'Headache'], ['fruit', 'Hemorrhage'], ['fruit', 'Scorpion stings'], ['fruit', 'Urologic diseases'], ['seed', 'Diuretics'], ['root', 'Jaundice'], ['seed', 'Anthelmintics'], ['seed', 'Antifungal agents'], ['seed', 'Celiac disease'], ['fruit', 'Ulcer'], ['seed', 'Gonorrhea'], ['root', 'Dysentery'], ['seed', 'Gastrointestinal agents'], ['fruit', 'Anthelmintics'], ['seed', 'Hemorrhage'], ['seed', 'Jaundice'], ['seed', 'Laxatives'], ['seed', 'Ulcer'], ['seed', 'Urologic diseases'], ['seed', 'Deobstruent'], ['stem', 'Scorpion stings'], ['None', 'Hemoptysis'], ['None', 'Asthma'], ['seedling', 'Antifungal agents'], ['None', 'Diuretics'], ['None', 'Gonorrhea'], ['None', 'Headache'], ['None', 'Hemorrhage'], ['None', 'Tuberculosis, pulmonary'], ['stem', 'Hemostatics'], ['None', 'Anthelmintics'], ['None', 'Bronchitis']]"
3394,Cucurbita pepo,Cucurbita pepo,"[['seed', 'Hypertrophy'], ['aerial part', 'Insecticides'], ['fruit', 'Abortifacient agents'], ['fruit', 'Antitubercular agents'], ['leaf', 'Burns'], ['seed', 'Anthelmintics'], ['seed', 'Antifungal agents'], ['stem', 'Lactation'], ['None', 'Anti-infective agents, local'], ['None', 'Cystitis'], ['None', 'Fatigue'], ['None', 'Gallbladder diseases'], ['None', 'Heartburn'], ['None', 'Kidney calculi'], ['None', 'Migraine disorders'], ['None', 'Neuralgia'], ['None', 'Urologic diseases'], ['None', 'Diabetes mellitus']]"
3395,Cudrania cochinchinensis,Maclura cochinchinensis,"[['underground part', 'Antineoplastic agents'], ['whole plant', 'Antioxidants'], ['None', 'Hepatitis'], ['whole plant excluding root', 'Antineoplastic agents']]"
3397,Cuminum cyminum,Cuminum cyminum,"[['fruit', 'Antiviral agents'], ['fruit', 'Anthelmintics'], ['fruit', 'Anti-bacterial agents'], ['fruit', 'Antifungal agents'], ['fruit', 'Anti-infective agents, local'], ['seed', 'Labor pain'], ['fruit', 'Antinematodal agents'], ['fruit', 'Antineoplastic agents'], ['fruit', 'Antitubercular agents'], ['fruit', 'Aphrodisiacs'], ['fruit', 'Dysentery'], ['fruit', 'Helminthiasis'], ['fruit', 'Bronchitis'], ['fruit', 'Colic'], ['fruit', 'Diarrhea'], ['fruit', 'Diuretics'], ['fruit', 'Dyspepsia'], ['fruit', 'Eye diseases'], ['fruit', 'Flatulence'], ['fruit', 'Galactogogues'], ['fruit', 'Appetite stimulants'], ['fruit', 'Astringents'], ['fruit', 'Hypoglycemic agents'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Insecticides'], ['seed', 'Immunostimulant'], ['fruit', 'Leprosy'], ['fruit', 'Orchitis'], ['fruit', 'Parasympatholytics'], ['fruit', 'Gonorrhea'], ['fruit', 'Scorpion stings'], ['fruit', 'Skin diseases'], ['fruit', 'Veterinary medicine'], ['fruit', 'Cooling effect on body'], ['seed', 'Abdominal pain'], ['fruit', 'Abdominal pain'], ['seed', 'Abortifacient agents'], ['seed', 'Anti-bacterial agents'], ['seed', 'Anti-infective agents'], ['seed', 'Antioxidants'], ['seed', 'Aphrodisiacs'], ['seed', 'Cholinergic agents'], ['seed', 'Cholinergic antagonists'], ['seed', 'Common cold'], ['seed', 'Hypercholesterolemia'], ['seed', 'Digestive system diseases'], ['seed', 'Galactogogues'], ['seed', 'Antifungal agents'], ['seed', 'Hypertension'], ['seed', 'Contraceptive agents'], ['seed', 'Malaria'], ['None', 'Eye diseases'], ['seed', 'Urination disorders'], ['seed', 'Vomiting'], ['whole plant', 'Anti-infective agents'], ['None', 'Analgesics'], ['None', 'Anorexia'], ['None', 'Anti-infective agents, local'], ['None', 'Anti-inflammatory agents'], ['None', 'Antineoplastic agents'], ['None', 'Antipyretics'], ['None', 'Antirheumatic agents'], ['None', 'Anthelmintics'], ['None', 'Asthma'], ['None', 'Astringents'], ['None', 'Bronchitis'], ['None', 'Eczema'], ['None', 'Cough'], ['None', 'Diarrhea'], ['None', 'Diuretics'], ['None', 'Dysentery'], ['None', 'Dyspepsia'], ['None', 'Asthenia'], ['None', 'Appetite stimulants'], ['None', 'Galactogogues'], ['None', 'Fever'], ['None', 'Gastritis'], ['None', 'Malaria'], ['None', 'Gonorrhea'], ['None', 'Graves ophthalmopathy'], ['None', 'Helminthiasis'], ['None', 'Hemorrhage'], ['None', 'Hiccup'], ['None', 'Hoarseness'], ['None', 'Kidney calculi'], ['None', 'Lactation disorders'], ['None', 'Leprosy'], ['None', 'Snake bites'], ['None', 'Menstruation-inducing agents'], ['None', 'Leukorrhea'], ['None', 'Oxytocics'], ['None', 'Pain'], ['None', 'Scorpion stings'], ['None', 'Skin diseases'], ['seed', 'Snake bites'], ['None', 'Ulcer'], ['None', 'Urinary bladder calculi'], ['None', 'Urination disorders'], ['None', 'Vitiligo'], ['None', 'Vomiting'], ['None', 'Flatulence']]"
3404,Curculigo capitulata,Molineria capitulata,"[['rhizome', 'Diarrhea'], ['rhizome', 'Hemostatics'], ['rhizome', 'Abdominal pain'], ['rhizome', 'Gastroenteritis'], ['rhizome', 'Stomach diseases'], ['rhizome', 'Sexually transmitted diseases'], ['tuber', 'Wounds and injuries'], ['rhizome', 'Dysentery'], ['tuber', 'Eye diseases']]"
3407,Curculigo orchioides,Curculigo orchioides,"[['rhizome', 'Ulcer'], ['leaf', 'Antineoplastic agents'], ['leaf', 'Hypoglycemic agents'], ['rhizome', 'Immunostimulant'], ['rhizome', 'Antidotes'], ['rhizome', 'Anti-inflammatory agents'], ['rhizome', 'Aphrodisiacs'], ['rhizome', 'Sprains and strains'], ['rhizome', 'Arthritis'], ['rhizome', 'Colic'], ['rhizome', 'Deafness'], ['rhizome', 'Demulcents'], ['rhizome', 'Diabetes mellitus'], ['rhizome', 'Diarrhea'], ['rhizome', 'Diuretics'], ['rhizome', 'Disorder of ejaculation'], ['rhizome', 'Asthma'], ['leaf', 'Whitlows'], ['rhizome', 'Cough'], ['rhizome', 'Emaciation'], ['rhizome', 'Epilepsy'], ['root', 'Hysteria'], ['rhizome', 'Headache'], ['rhizome', 'Hemorrhage'], ['rhizome', 'Hemorrhoids'], ['rhizome', 'Hemostatics'], ['rhizome', 'Hypoglycemic agents'], ['rhizome', 'Hysteria'], ['rhizome', 'Jaundice'], ['flower', 'Antifungal agents'], ['rhizome', 'Liver diseases'], ['rhizome', 'Nervous system diseases'], ['rhizome', 'Oxytocics'], ['rhizome', 'Gonorrhea'], ['rhizome', 'Pruritus'], ['rhizome', 'General tonic for rejuvenation'], ['rhizome', 'Skin diseases'], ['rhizome', 'Fatigue'], ['rhizome', 'Erectile dysfunction'], ['rhizome', 'Migraine disorders'], ['rhizome', 'Sexual debility'], ['root', 'Diarrhea'], ['root', 'Disorder of ejaculation'], ['root', 'Acne vulgaris'], ['root', 'Anemia'], ['root', 'Antidotes'], ['root', 'Antipyretics'], ['root', 'Aphrodisiacs'], ['root', 'Arthritis'], ['root', 'Arthralgia'], ['root', 'Back pain'], ['root', 'Blister'], ['root', 'Bronchitis'], ['root', 'Burns'], ['root', 'Colic'], ['root', 'Cough'], ['root', 'Deafness'], ['root', 'Demulcents'], ['root', 'Asthma'], ['rhizome', 'Gastritis'], ['root', 'Abscess'], ['root', 'Abdominal pain'], ['root', 'Diabetes mellitus'], ['root', 'Dyspepsia'], ['root', 'Endophthalmitis'], ['root', 'Epilepsy'], ['root', 'Epistaxis'], ['root', 'Erectile dysfunction'], ['root', 'Fever'], ['root', 'Filariasis'], ['root', 'Dysentery'], ['root', 'Flatulence'], ['root', 'Earache'], ['root', 'Furunculosis'], ['root', 'Gastrointestinal diseases'], ['root', 'Gonorrhea'], ['root', 'Headache'], ['root', 'Hematuria'], ['root', 'Hemorrhoids'], ['rhizome', 'Wounds and injuries'], ['root', 'Fractures, bone'], ['root', 'Diuretics'], ['root', 'Gastritis'], ['root', 'Hemostatics'], ['rhizome', 'Leukorrhea'], ['root', 'Jaundice'], ['root', 'Low back pain'], ['root', 'Menstruation'], ['root', 'Mental disorders'], ['root', 'Pain'], ['root', 'Paralysis'], ['root', 'Increase physical endurance, strength and stamina'], ['root', 'Poliomyelitis'], ['root', 'Postnatal care'], ['stem', 'Skin care'], ['root', 'Pruritus'], ['root', 'General tonic for rejuvenation'], ['root', 'Scorpion stings'], ['root', 'Sexually transmitted diseases'], ['root', 'Skin diseases'], ['root', 'Snake bites'], ['root', 'Splenomegaly'], ['root', 'Sterilization, reproductive'], ['stem', 'Skin diseases'], ['root', 'Rabies'], ['None', 'Gonorrhea'], ['root', 'Sprains and strains'], ['root', 'Stomach diseases'], ['None', 'Leukorrhea'], ['root', 'Ulcer'], ['root', 'Urination disorders'], ['root', 'Wounds and injuries'], ['root', 'Syphilis'], ['stem', 'Asthenia'], ['stem', 'Aphrodisiacs'], ['stem', 'Asthma'], ['root', 'Migraine disorders'], ['root', 'Leukorrhea'], ['stem', 'Diuretics'], ['stem', 'Erectile dysfunction'], ['stem', 'Hemorrhoids'], ['stem', 'Jaundice'], ['stem', 'Leukorrhea'], ['stem', 'Menorrhagia'], ['root', 'Stomach ulcer'], ['stem', 'Cough'], ['stem', 'Digestive system diseases'], ['underground part', 'Gonorrhea'], ['stem', 'General tonic for rejuvenation'], ['None', 'Endophthalmitis'], ['None', 'Antipruritics'], ['whole plant', 'Anti-inflammatory agents'], ['whole plant', 'Antineoplastic agents'], ['whole plant', 'Hypnotics and sedatives'], ['whole plant', 'Spasm'], ['whole plant', 'Stress, physiological'], ['None', 'Diarrhea'], ['None', 'Anti-bacterial agents'], ['root', 'Toothache'], ['None', 'Antipyretics'], ['None', 'Antirheumatic agents'], ['None', 'Aphrodisiacs'], ['None', 'Appetite stimulants'], ['None', 'Asthma'], ['None', 'Bites and stings'], ['None', 'Blindness'], ['None', 'Bronchitis'], ['whole plant', 'Anticonvulsants'], ['whole plant', 'Immunostimulant'], ['whole plant', 'Androgens'], ['None', 'Diuretics'], ['None', 'Erectile dysfunction'], ['None', 'Eye diseases'], ['None', 'Flatulence'], ['None', 'Hemorrhage'], ['None', 'Hemorrhoids'], ['None', 'Jaundice'], ['None', 'Dyspepsia'], ['None', 'Colic'], ['None', 'Oxytocics'], ['None', 'Wounds and injuries'], ['None', 'Sexually transmitted diseases'], ['None', 'Skin diseases'], ['None', 'Urination disorders'], ['None', 'Urologic diseases'], ['None', 'Vomiting'], ['root', 'Lactation'], ['None', 'Low back pain'], ['stem', 'Urologic diseases'], ['None', 'General tonic for rejuvenation'], ['None', 'Emollients']]"
3410,Curcuma aeruginosa,Curcuma aeruginosa,"[['None', 'Diet, food, and nutrition'], ['None', 'Cough'], ['None', 'Exanthema'], ['None', 'Cathartics'], ['None', 'Asthma'], ['None', 'Postnatal care'], ['None', 'Scabies'], ['None', 'Skin diseases'], ['None', 'Mental disorders'], ['None', 'Hematologic diseases']]"
3411,Curcuma amada,Curcuma amada,"[['rhizome', 'Stomach diseases'], ['rhizome', 'Ulcer'], ['rhizome', 'Vomiting'], ['rhizome', 'Cooling effect on body'], ['rhizome', 'Hemorrhoids'], ['rhizome', 'Fractures, bone'], ['root', 'Astringents'], ['rhizome', 'Astringents'], ['None', 'Wounds and injuries'], ['rhizome', 'Antipyretics'], ['rhizome', 'Central nervous system diseases'], ['rhizome', 'Antirheumatic agents'], ['rhizome', 'Aphrodisiacs'], ['rhizome', 'Appetite stimulants'], ['rhizome', 'Asthma'], ['rhizome', 'Bronchitis'], ['rhizome', 'Flatulence'], ['rhizome', 'Central nervous system depressants'], ['rhizome', 'Antinematodal agents'], ['rhizome', 'Sprains and strains'], ['rhizome', 'Pruritus'], ['rhizome', 'Gastrointestinal agents'], ['rhizome', 'Anticonvulsants'], ['rhizome', 'Anti-bacterial agents'], ['rhizome', 'Anthelmintics'], ['rhizome', 'Acne vulgaris'], ['rhizome', 'Abdominal pain'], ['leaf', 'Antifungal agents'], ['rhizome', 'Anti-infective agents'], ['rhizome', 'Antifungal agents'], ['rhizome', 'Skin diseases'], ['rhizome', 'Digestive system diseases'], ['rhizome', 'Hiccup'], ['rhizome', 'Hypolipidemic agents'], ['rhizome', 'Hypothermia'], ['rhizome', 'Infection'], ['rhizome', 'Insecticides'], ['rhizome', 'Laxatives'], ['rhizome', 'Menstrual cycle'], ['rhizome', 'Pain'], ['rhizome', 'Orchitis'], ['rhizome', 'Cholesterol'], ['None', 'Earache'], ['rhizome', 'Anti-inflammatory agents'], ['None', 'Anthelmintics'], ['None', 'Anorexia'], ['root', 'Digestive system diseases'], ['root', 'Expectorants'], ['root', 'Flatulence'], ['root', 'Gonorrhea'], ['root', 'Prurigo'], ['root', 'Cooling effect on body'], ['None', 'Cough'], ['None', 'Wound healing'], ['None', 'Anti-inflammatory agents'], ['None', 'Antipruritics'], ['None', 'Antipyretics'], ['None', 'Antirheumatic agents'], ['None', 'Aphrodisiacs'], ['None', 'Appetite stimulants'], ['None', 'Bronchitis'], ['rhizome', 'Contusions'], ['None', 'Contusions'], ['None', 'Diuretics'], ['tuber', 'Anthelmintics'], ['None', 'Ulcer'], ['rhizome', 'Dysentery'], ['None', 'Urination disorders'], ['rhizome', 'Dyspepsia'], ['root', 'Anti-bacterial agents'], ['root', 'Appetite stimulants'], ['None', 'Digestive system diseases'], ['None', 'Dyspepsia'], ['None', 'Expectorants'], ['None', 'Fever'], ['root', 'Diarrhea'], ['None', 'Gout'], ['None', 'Halitosis'], ['None', 'Hiccup'], ['None', 'Infection'], ['None', 'Inflammation'], ['None', 'Laxatives'], ['None', 'Flatulence'], ['None', 'Skin diseases'], ['None', 'Sprains and strains']]"
3413,Curcuma angustifolia,Curcuma angustifolia,"[['rhizome', 'Lactation'], ['rhizome', 'Edema'], ['rhizome', 'Fever'], ['rhizome', 'Fractures, bone'], ['rhizome', 'Kidney calculi'], ['rhizome', 'Diet, food, and nutrition'], ['rhizome', 'Digestive system diseases'], ['rhizome', 'Inflammation'], ['rhizome', 'Diarrhea'], ['leaf', 'Appetite stimulants'], ['rhizome', 'Antitubercular agents'], ['rhizome', 'Appetite stimulants'], ['rhizome', 'Antifungal agents'], ['rhizome', 'Anti-bacterial agents'], ['rhizome', 'Anthelmintics'], ['rhizome', 'Abdominal pain'], ['leaf', 'Nausea'], ['leaf', 'Digestive system diseases'], ['rhizome', 'Anti-infective agents, local'], ['tuber', 'Diarrhea'], ['rhizome', 'Demulcents'], ['rhizome', 'Nausea'], ['root', 'Fatigue'], ['rhizome', 'General tonic for rejuvenation'], ['rhizome', 'Pain'], ['root', 'Sunstroke'], ['tuber', 'Fever'], ['tuber', 'Gonorrhea'], ['tuber', 'Ulcer'], ['None', 'Bronchitis'], ['None', 'Anthelmintics'], ['None', 'Asthma'], ['tuber', 'Dysuria'], ['None', 'Dysentery, amebic'], ['tuber', 'Typhoid fever'], ['tuber', 'Dysentery'], ['root', 'Wounds and injuries'], ['tuber', 'Antidotes'], ['tuber', 'Anti-bacterial agents'], ['None', 'Jaundice'], ['rhizome', 'Jaundice'], ['root', 'Antirheumatic agents'], ['rhizome', 'Vomiting'], ['tuber', 'Urination disorders'], ['rhizome', 'Skin diseases']]"
3414,Curcuma aromatica,Curcuma aromatica,"[['rhizome', 'Flatulence'], ['rhizome', 'Fever'], ['root', 'Fever'], ['stem', 'Asthma'], ['None', 'Cough'], ['stem', 'Tuberculosis'], ['whole plant', 'Gastritis'], ['None', 'Appetite stimulants'], ['whole plant', 'Uterine cervical neoplasms'], ['whole plant', 'Anti-infective agents'], ['whole plant', 'Antifungal agents'], ['whole plant', 'Anthelmintics'], ['None', 'Bronchitis'], ['rhizome', 'Hypersensitivity'], ['rhizome', 'Snake bites'], ['rhizome', 'Inflammation'], ['rhizome', 'Intestinal diseases, parasitic'], ['rhizome', 'Jaundice'], ['rhizome', 'Pain'], ['rhizome', 'Parasympatholytics'], ['rhizome', 'Pregnancy complications'], ['rhizome', 'General tonic for rejuvenation'], ['rhizome', 'Sexually transmitted diseases'], ['rhizome', 'Skin diseases'], ['rhizome', 'Sprains and strains'], ['None', 'Exanthema'], ['root', 'Abdominal pain'], ['root', 'Wounds and injuries'], ['rhizome', 'Wounds and injuries'], ['rhizome', 'Infection'], ['tuber', 'Tuberculosis'], ['None', 'Hiccup'], ['tuber', 'Skin diseases, infectious'], ['tuber', 'Sprains and strains'], ['rhizome', 'Antifungal agents'], ['rhizome', 'Antinematodal agents'], ['rhizome', 'Antirheumatic agents'], ['None', 'Contusions'], ['rhizome', 'Central nervous system diseases'], ['rhizome', 'Contusions'], ['rhizome', 'Anti-bacterial agents'], ['rhizome', 'Appetite stimulants'], ['rhizome', 'Anthelmintics'], ['None', 'Vitiligo'], ['leaf', 'Tuberculosis'], ['leaf', 'Gastrointestinal diseases'], ['leaf', 'Asthma'], ['None', 'Flatulence'], ['rhizome', 'Antineoplastic agents'], ['None', 'Hematologic diseases'], ['None', 'Gastritis'], ['tuber', 'Infection'], ['tuber', 'Exanthema'], ['tuber', 'Contusions'], ['tuber', 'Contraceptive agents'], ['tuber', 'Astringents'], ['tuber', 'Asthma'], ['rhizome', 'Exanthema'], ['rhizome', 'Edema'], ['rhizome', 'Dyspepsia'], ['rhizome', 'Acne vulgaris'], ['rhizome', 'Dysentery'], ['None', 'Sprains and strains'], ['tuber', 'Anti-bacterial agents']]"
3436,Curcuma zanthorrhiza,Curcuma zanthorrhiza,"[['tuber', 'Jaundice'], ['tuber', 'Malaria'], ['tuber', 'Gallstones'], ['tuber', 'Menstruation-inducing agents'], ['tuber', 'Constipation'], ['tuber', 'Antirheumatic agents'], ['tuber', 'Liver diseases'], ['tuber', 'Galactogogues']]"
3437,Curcuma zedoaria,Curcuma zedoaria,"[['rhizome', 'Diuretics'], ['rhizome', 'Central nervous system depressants'], ['leaf', 'Insecticides'], ['rhizome', 'Abdominal pain'], ['rhizome', 'Analgesics'], ['rhizome', 'Anthelmintics'], ['rhizome', 'Anti-bacterial agents'], ['rhizome', 'Antidepressive agents'], ['rhizome', 'Antidotes'], ['rhizome', 'Anti-infective agents'], ['rhizome', 'Anti-infective agents, local'], ['rhizome', 'Common cold'], ['rhizome', 'Conjunctivitis'], ['rhizome', 'Contusions'], ['rhizome', 'Convalescence'], ['rhizome', 'Cough'], ['rhizome', 'Demulcents'], ['rhizome', 'Diarrhea'], ['rhizome', 'General tonic for rejuvenation'], ['rhizome', 'Antifungal agents'], ['rhizome', 'Dyspnea'], ['rhizome', 'Expectorants'], ['rhizome', 'Candidiasis, cutaneous'], ['rhizome', 'Bronchitis'], ['rhizome', 'Diarrhea, infantile'], ['rhizome', 'Flatulence'], ['rhizome', 'Furunculosis'], ['rhizome', 'Gastrointestinal diseases'], ['rhizome', 'Goiter'], ['rhizome', 'Halitosis'], ['rhizome', 'Heart diseases'], ['rhizome', 'Hematologic diseases'], ['rhizome', 'Hematoma'], ['rhizome', 'Hemorrhage'], ['rhizome', 'Hemorrhoids'], ['rhizome', 'Hiccup'], ['rhizome', 'Hypersensitivity'], ['rhizome', 'Jaundice'], ['rhizome', 'Leprosy'], ['rhizome', 'Mastodynia'], ['rhizome', 'Nootropic agents'], ['rhizome', 'Pain'], ['rhizome', 'Fever'], ['rhizome', 'Pneumonia'], ['rhizome', 'Fractures, bone'], ['rhizome', 'Skin diseases'], ['rhizome', 'Splenomegaly'], ['rhizome', 'Stomach diseases'], ['rhizome', 'Stomatitis'], ['rhizome', 'Tinea'], ['rhizome', 'Wounds and injuries'], ['rhizome', 'Cooling effect on body'], ['root', 'Antiprotozoal agents'], ['root', 'Liver diseases'], ['root', 'Abdominal pain'], ['tuber', 'Antifungal agents'], ['tuber', 'Insecticides'], ['whole plant', 'Antifungal agents'], ['None', 'Anthelmintics'], ['None', 'Appetite stimulants'], ['None', 'Cough'], ['None', 'Bronchitis'], ['None', 'Common cold'], ['None', 'Contusions'], ['rhizome', 'Parasympatholytics'], ['tuber', 'Anti-bacterial agents'], ['None', 'Diuretics'], ['None', 'Demulcents'], ['None', 'Edema'], ['None', 'Dyspepsia'], ['None', 'Expectorants'], ['None', 'Fever'], ['None', 'Flatulence'], ['None', 'Insecticides'], ['None', 'Leprosy'], ['None', 'Liver diseases'], ['None', 'Pregnancy complications'], ['None', 'General tonic for rejuvenation'], ['None', 'Scorpion stings'], ['rhizome', 'Splenic diseases'], ['None', 'Snake bites'], ['None', 'Skin diseases'], ['rhizome', 'Asthma'], ['rhizome', 'Appetite stimulants'], ['rhizome', 'Antitubercular agents'], ['rhizome', 'Arthritis'], ['rhizome', 'Antineoplastic agents'], ['rhizome', 'Antimutagenic agents'], ['None', 'Sprains and strains'], ['rhizome', 'Antipyretics']]"
3444,Cuscuta chinensis,Cuscuta chinensis,"[['stem', 'Flatulence'], ['seed', 'Flatulence'], ['seed', 'Hypnotics and sedatives'], ['seed', 'Laxatives'], ['seed', 'Liver diseases'], ['seed', 'Neurotransmitter agents'], ['seed', 'General tonic for rejuvenation'], ['seed', 'Fever'], ['stem', 'Cathartics'], ['seed', 'Astringents'], ['stem', 'Anthelmintics'], ['stem', 'Anti-inflammatory agents'], ['stem', 'Diuretics'], ['stem', 'Epilepsy'], ['stem', 'Expectorants'], ['seed', 'Vasoconstrictor agents'], ['seed', 'Splenic diseases'], ['seed', 'Sympatholytics'], ['stem', 'Inflammation'], ['seed', 'Demulcents'], ['None', 'Edema'], ['stem', 'Jaundice'], ['seed', 'Diaphoretic'], ['seed', 'Contraceptive agents'], ['stem', 'Myalgia'], ['stem', 'Pain'], ['stem', 'Paralysis'], ['stem', 'General tonic for rejuvenation'], ['stem', 'Diaphoretic'], ['None', 'Anti-infective agents, local'], ['None', 'Cathartics'], ['stem', 'Liver diseases'], ['None', 'Diuretics'], ['None', 'Fever'], ['None', 'Fractures, bone'], ['None', 'Neoplasms'], ['None', 'Pregnancy complications'], ['None', 'Pruritus'], ['None', 'Rinderpest'], ['None', 'Wounds and injuries']]"
3446,Cuscuta europaea,Cuscuta europaea,"[['None', 'Cholagogues and choleretics'], ['None', 'Liver diseases'], ['None', 'Scurvy'], ['None', 'Urinary bladder diseases'], ['None', 'Laxatives']]"
