,Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use,Kingdom,Family,Group,Common_Name,Synonymous_names,System_of_medicine
460,1872,Caesalpinia coriaria,Caesalpinia coriaria,"[['bark', 'Fever'], ['bark', 'Antiperiodic'], ['fruit', 'Abdominal pain'], ['fruit', 'Astringents'], ['fruit', 'Contraceptive agents'], ['fruit', 'Hemorrhage'], ['fruit', 'Hemorrhoids'], ['fruit', 'Molluscacides'], ['fruit', 'Toothache'], ['fruit', 'Antiperiodic'], ['leaf', 'Antifungal agents'], ['seed', 'Malaria'], ['None', 'Abscess'], ['None', 'Hemorrhoids'], ['None', 'Freckles'], ['bark', 'Antipyretics'], ['fruit', 'General tonic for rejuvenation'], ['seed', 'Dentifrices']]",Plantae,Leguminosae,Angiosperms,Divi Divi,Caesalpinia coriaria,"Siddha, Unani"
461,1875,Caesalpinia decapetala,Caesalpinia decapetala,"[['root', 'Menstruation-inducing agents'], ['seed', 'Burns'], ['root', 'Hypotension'], ['root', 'Cathartics'], ['whole plant excluding root', 'Parasympatholytics'], ['seed', 'Laxatives'], ['root', 'Antiviral agents'], ['None', 'Contraceptive agents'], ['None', 'Jaundice'], ['seed', 'Cathartics'], ['leaf', 'Vomiting'], ['leaf', 'Burns'], ['leaf', 'Laxatives'], ['leaf', 'Fever'], ['leaf', 'Contraceptive agents'], ['leaf', 'Cathartics'], ['aerial part', 'Contraceptive agents'], ['None', 'Stomach diseases'], ['leaf', 'Menstruation-inducing agents']]",Plantae,Leguminosae,Angiosperms,,"Caesalpinia sepiaria, Caesalpinia decapetala","Ayurveda, Siddha"
462,1876,Caesalpinia digyna,Caesalpinia digyna,"[['root', 'Antipyretics'], ['leaf', 'Fever'], ['root', 'Diabetes mellitus'], ['root', 'Tuberculosis'], ['root', 'Antineoplastic agents'], ['root', 'Astringents'], ['seed', 'Fever'], ['root', 'Tuberculosis, pulmonary'], ['seed', 'Hemagglutination'], ['root', 'Tuberculosis, lymph node']]",Plantae,Leguminosae,Angiosperms,,"Caesalpinia digyny, Caesalpinia digyna","Ayurveda, Siddha"
463,1882,Caesalpinia pulcherrima,Caesalpinia pulcherrima,"[['bark', 'Contraceptive agents'], ['bark', 'Menstruation-inducing agents'], ['root', 'Ulcer'], ['flower', 'Abortifacient agents'], ['flower', 'Anthelmintics'], ['flower', 'Anti-inflammatory agents'], ['flower', 'Antioxidants'], ['flower', 'Antipyretics'], ['flower', 'Asthma'], ['bark', 'Cathartics'], ['flower', 'Intestinal diseases, parasitic'], ['flower', 'Laxatives'], ['flower', 'Malaria'], ['flower', 'Pectoralis muscles'], ['leaf', 'Cough'], ['bark', 'Antipyretics'], ['None', 'Erysipelas'], ['leaf', 'Common cold'], ['root', 'Cough'], ['root', 'Common cold'], ['root', 'Antipyretics'], ['root', 'Anti-inflammatory agents'], ['root', 'Anthelmintics'], ['leaf', 'Ulcer'], ['leaf', 'Mouthwashes'], ['root', 'Erysipelas'], ['leaf', 'Menstruation-inducing agents'], ['leaf', 'Liver diseases'], ['leaf', 'Laxatives'], ['leaf', 'Hypertension'], ['leaf', 'General tonic for rejuvenation'], ['root', 'Fever'], ['leaf', 'Fever'], ['seed', 'Abdominal pain'], ['root', 'Abortifacient agents'], ['leaf', 'Erysipelas'], ['root', 'Laxatives'], ['None', 'Laxatives'], ['None', 'Fever'], ['flower', 'Ulcer'], ['bark', 'Abortifacient agents'], ['None', 'Common cold'], ['None', 'Antiviral agents'], ['None', 'Anti-bacterial agents'], ['seed', 'Periodontal diseases'], ['seed', 'Inflammation'], ['seed', 'Antifungal agents'], ['seed', 'Anemia, hemolytic'], ['None', 'Cardiovascular system'], ['leaf', 'Abortifacient agents'], ['leaf', 'Antineoplastic agents'], ['leaf', 'Anthelmintics'], ['leaf', 'Cathartics'], ['leaf', 'Antipyretics'], ['leaf', 'Antifungal agents'], ['leaf', 'Anti-arrhythmia agents'], ['flower', 'Fever'], ['flower', 'Erysipelas'], ['flower', 'Cough'], ['flower', 'Common cold'], ['flower', 'Bronchitis'], ['bark', 'General tonic for rejuvenation'], ['leaf', 'Anti-inflammatory agents']]",Plantae,Leguminosae,Angiosperms,Peacock Flower yellow,"Poinciana pulcherrima, Caesalpinia pulcherrima, Caesalpinia pulcherima","Ayurveda, Siddha"
464,1883,Caesalpinia sappan,Caesalpinia sappan,"[['wood', 'Leukorrhea'], ['leaf', 'Antifungal agents'], ['wood', 'Vomiting'], ['None', 'Leprosy'], ['wood', 'Wounds and injuries'], ['None', 'Wounds and injuries'], ['None', 'Wound healing'], ['None', 'Tooth diseases'], ['None', 'Skin diseases'], ['None', 'Pain'], ['stem', 'Antineoplastic agents'], ['None', 'Mouth diseases'], ['None', 'Leukorrhea'], ['None', 'Ulcer'], ['None', 'Hypnotics and sedatives'], ['None', 'Anticonvulsants'], ['None', 'Hemorrhage'], ['None', 'Hemoptysis'], ['None', 'Epilepsy'], ['None', 'Dysentery'], ['None', 'Menorrhagia'], ['wood', 'Skin diseases'], ['leaf', 'Anti-bacterial agents'], ['wood', 'Epilepsy'], ['wood', 'Hemoptysis'], ['wood', 'Hemorrhage'], ['wood', 'Pain'], ['wood', 'Menorrhagia'], ['wood', 'Menstruation-inducing agents'], ['wood', 'Diarrhea'], ['wood', 'Dysentery'], ['wood', 'Anti-inflammatory agents'], ['wood', 'Diabetes mellitus'], ['wood', 'Astringents'], ['wood', 'Antirheumatic agents'], ['wood', 'Antioxidants'], ['wood', 'Anticonvulsants'], ['stem', 'Contraceptive agents'], ['leaf', 'Anti-infective agents'], ['wood', 'Ulcer'], ['None', 'Diarrhea'], ['None', 'Hemostasis'], ['None', 'Diabetes mellitus'], ['wood', 'Leprosy']]",Plantae,Leguminosae,Angiosperms,Sappan Wood,Caesalpinia sappan,"Ayurveda, Siddha, Unani"
465,1884,Caesulia axillaris,Caesulia axillaris,"[['whole plant', 'Anti-arrhythmia agents'], ['seed', 'Antirheumatic agents'], ['seed', 'Antifungal agents'], ['flower', 'Wounds and injuries'], ['leaf', 'Goiter'], ['leaf', 'Antifungal agents'], ['whole plant', 'Anti-bacterial agents'], ['leaf', 'Insecticides'], ['whole plant', 'Antifungal agents'], ['None', 'Appetite stimulants'], ['whole plant', 'Diuretics'], ['None', 'Hair loss'], ['flower', 'Skin diseases'], ['None', 'Diuretics'], ['None', 'Dysentery'], ['None', 'Dyspepsia'], ['None', 'Hemostatics'], ['None', 'Insecticides'], ['None', 'Stomach diseases'], ['whole plant', 'Anti-infective agents'], ['flower', 'Furunculosis'], ['whole plant', 'Wounds and injuries']]",Plantae,Compositae,Angiosperms,Pink Node Flower,"Caesulia axillaris, Caesuliu axillaris",
466,1885,Cajanus cajan,Cajanus cajan,"[['None', 'Hydrocele'], ['seed', 'Hemorrhage'], ['None', 'Constipation'], ['None', 'Colic'], ['None', 'Asthma'], ['None', 'Antiviral agents'], ['None', 'Anticonvulsants'], ['None', 'Anthelmintics'], ['seed', 'Vomiting'], ['seed', 'Trypsin inhibitors'], ['None', 'Hemorrhoids'], ['seed', 'Snake bites'], ['leaf', 'Galactogogues'], ['seed', 'Skin diseases'], ['seed', 'Anti-poisoning'], ['seed', 'Pectoralis muscles'], ['seed', 'Oral ulcer'], ['seed', 'Neoplasms'], ['seed', 'Anti-inflammatory agents'], ['None', 'Hemagglutination'], ['seed', 'Sleep aids, pharmaceutical'], ['None', 'Leprosy'], ['None', 'Snake bites'], ['None', 'Urination disorders'], ['seed', 'Hemorrhoids'], ['seed', 'Intestinal diseases, parasitic'], ['seed', 'Hypoglycemic agents'], ['seed', 'Infection'], ['seed', 'Heart diseases'], ['seed', 'Hypercholesterolemia'], ['seed', 'Galactogogues'], ['seed', 'Cough'], ['seed', 'Expectorants'], ['seed', 'Edema'], ['seed', 'Diet, food, and nutrition'], ['seed', 'Jaundice'], ['seed', 'Bronchitis'], ['seed', 'Breast diseases'], ['seed', 'Antiviral agents'], ['seed', 'Antipyretics'], ['seed', 'Fever'], ['seed', 'Lactation'], ['seed', 'Obesity'], ['seed', 'Hematologic diseases'], ['seed', 'Anti-obesity agents'], ['leaf', 'Gingivitis'], ['leaf', 'Dysentery'], ['leaf', 'Mouth diseases'], ['leaf', 'Mouthwashes'], ['leaf', 'Oral ulcer'], ['leaf', 'Periodontal diseases'], ['leaf', 'Skin diseases'], ['leaf', 'Stomatitis, aphthous'], ['leaf', 'Toothache'], ['leaf', 'Ulcer'], ['leaf', 'Urination disorders'], ['leaf', 'Uveitis'], ['leaf', 'Vasodilator agents'], ['leaf', 'Wounds and injuries'], ['root', 'Antifungal agents'], ['root', 'Common cold'], ['root', 'Fistula'], ['root', 'Hematologic diseases'], ['root', 'Hemorrhoids'], ['seed', 'Abortifacient agents'], ['seed', 'Anthelmintics'], ['leaf', 'Measles'], ['seed', 'Anti-bacterial agents'], ['leaf', 'Leukorrhea'], ['leaf', 'Lactation'], ['flower', 'Tongue diseases'], ['fruit', 'Breast diseases'], ['fruit', 'Lactation'], ['fruit', 'Mouth diseases'], ['leaf', 'Analgesics'], ['leaf', 'Anti-inflammatory agents'], ['leaf', 'Blister'], ['leaf', 'Breast diseases'], ['leaf', 'Cholera'], ['leaf', 'Common cold'], ['leaf', 'Cough'], ['leaf', 'Diabetes mellitus'], ['leaf', 'Diuretics'], ['leaf', 'Eczema'], ['leaf', 'Inflammation'], ['leaf', 'Jaundice'], ['leaf', 'Laxatives'], ['flower', 'Stomatitis, aphthous'], ['flower', 'Antifungal agents'], ['leaf', 'Liver diseases']]",Plantae,Leguminosae,Angiosperms,Arhar,"Cajanus indicus, Cajanus cajan","Ayurveda, Siddha, Sowa Rigpa, Unani"
467,1894,Cajanus trinervius,Cajanus trinervius,"[['whole plant excluding root', 'Anti-bacterial agents'], ['aerial part', 'Central nervous system depressants'], ['whole plant excluding root', 'Cardiovascular system'], ['whole plant excluding root', 'Antifungal agents'], ['None', 'Anti-bacterial agents']]",Plantae,Leguminosae,Angiosperms,,"Atylosia trinervia, Atylosia candollei, Cajanus trinervius, Atvlosia trinervia",
468,1896,Caladium bicolor,Caladium bicolor,"[['rhizome', 'Facial paralysis'], ['bulb', 'Facial paralysis']]",Plantae,Araceae,Angiosperms,Fancy-Leaf Caladium,Caladium bicolor,
469,1904,Calamintha umbrosa,Clinopodium umbrosum,"[['aerial part', 'Furunculosis'], ['None', 'Anthelmintics'], ['leaf', 'Inflammation'], ['None', 'Spermatocidal agents'], ['None', 'Spasm'], ['None', 'Pain'], ['None', 'Hypoglycemic agents'], ['whole plant', 'Headache'], ['rhizome', 'Astringents'], ['leaf', 'Anthelmintics']]",Plantae,Lamiaceae,Angiosperms,Shady Calamint,"Calamintha umbrosa, Clinopodium umbrosum",
470,1960,Calendula officinalis,Calendula officinalis,"[['None', 'Cicatrix'], ['None', 'Insect bites and stings'], ['None', 'Menstruation-inducing agents'], ['None', 'Neoplasms'], ['None', 'Pain'], ['None', 'Parasympatholytics'], ['None', 'General tonic for rejuvenation'], ['None', 'Skin diseases'], ['None', 'Spasm'], ['None', 'Spermatocidal agents'], ['None', 'Sprains and strains'], ['None', 'Ulcer'], ['None', 'Wound healing'], ['None', 'Wounds and injuries'], ['None', 'Cardiotonic agents'], ['None', 'Astringents'], ['root', 'Hypnotics and sedatives'], ['None', 'Antiprotozoal agents'], ['None', 'Ear diseases'], ['whole plant', 'Ulcer'], ['None', 'Frostbite'], ['None', 'Flatulence'], ['None', 'Anti-infective agents'], ['None', 'Anti-inflammatory agents'], ['None', 'Abortifacient agents'], ['None', 'Amenorrhea'], ['None', 'Anthelmintics'], ['None', 'Antiemetics'], ['None', 'Antifungal agents'], ['None', 'Contusions'], ['None', 'Hypohidrosis'], ['None', 'Antinematodal agents'], ['whole plant', 'Wound healing'], ['None', 'Antipyretics'], ['None', 'Hemostatics'], ['seed', 'Anemia, hemolytic'], ['root', 'Pregnancy complications'], ['flower', 'Immunostimulant'], ['flower', 'Analgesics'], ['flower', 'Anti-bacterial agents'], ['flower', 'Anti-infective agents'], ['flower', 'Anti-infective agents, local'], ['flower', 'Anti-inflammatory agents'], ['flower', 'Antineoplastic agents'], ['flower', 'Antiprotozoal agents'], ['flower', 'Dysmenorrhea'], ['flower', 'Estrogen receptor modulators'], ['flower', 'Hepatitis'], ['flower', 'Hypnotics and sedatives'], ['flower', 'Hypotension'], ['flower', 'Leukorrhea'], ['flower', 'Menstruation-inducing agents'], ['flower', 'General tonic for rejuvenation'], ['flower', 'Wounds and injuries'], ['leaf', 'Analgesics'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Hemostasis'], ['leaf', 'Varicose veins'], ['leaf', 'Diaphoretic'], ['root', 'Anti-inflammatory agents'], ['flower', 'Hypertension'], ['seed', 'Anti-inflammatory agents'], ['whole plant', 'Analgesics'], ['root', 'Periodontal diseases'], ['seed', 'Wound healing'], ['whole plant', 'Hypercholesterolemia'], ['whole plant', 'Herpes simplex'], ['whole plant', 'Dermatitis'], ['whole plant', 'Antiviral agents'], ['whole plant', 'Antiprotozoal agents'], ['whole plant', 'Antineoplastic agents'], ['whole plant', 'Antifungal agents'], ['whole plant', 'Anti-bacterial agents']]",Plantae,Compositae,Angiosperms,Calendula,"Calendula officinalis, Calendula offinalis","Homeopathy, Siddha, Unani"
471,1970,Callicarpa arborea,Callicarpa arborea,"[['whole plant excluding root', 'Diuretics'], ['bark', 'Appetite stimulants'], ['bark', 'Chronic disease'], ['bark', 'Flatulence'], ['bark', 'Liver diseases'], ['bark', 'Pneumonia'], ['bark', 'General tonic for rejuvenation'], ['aerial part', 'Diuretics'], ['bark', 'Skin diseases'], ['leaf', 'Abdominal pain'], ['leaf', 'Scorpion stings'], ['leaf', 'Wounds and injuries'], ['root', 'Antipyretics'], ['shoot', 'Gastrointestinal diseases'], ['stem', 'Abdominal pain'], ['bark', 'Wounds and injuries'], ['None', 'Skin diseases'], ['bark', 'Scorpion stings']]",Plantae,Lamiaceae,Angiosperms,Beautyberry Tree,Callicarpa arborea,Unani
472,1971,Callicarpa longifolia,Callicarpa longifolia,"[['leaf', 'Colic'], ['None', 'Fever'], ['bark', 'Celiac disease'], ['leaf', 'Celiac disease'], ['leaf', 'Fever'], ['leaf', 'Fishes, poisonous'], ['leaf', 'Postnatal care'], ['root', 'Celiac disease'], ['root', 'Diarrhea'], ['root', 'Stomach diseases'], ['root', 'Syphilis'], ['leaf', 'Wounds and injuries']]",Plantae,Lamiaceae,Angiosperms,Long Leaved Beauty Berry,Callicarpa longifolia,
473,1972,Callicarpa macrophylla,Callicarpa macrophylla,"[['seed', 'Appetite stimulants'], ['seed', 'Blister'], ['fruit', 'Vomiting'], ['seed', 'Diuretics'], ['seed', 'Furunculosis'], ['root', 'Appetite stimulants'], ['leaf', 'Joint diseases'], ['fruit', 'Rheumatoid arthritis'], ['leaf', 'Headache'], ['leaf', 'Arthralgia'], ['leaf', 'Antirheumatic agents'], ['fruit', 'Ulcer'], ['seed', 'Leprosy'], ['fruit', 'Sweating'], ['fruit', 'Tongue diseases'], ['seed', 'Stomatitis'], ['seed', 'Oral ulcer'], ['fruit', 'Colic'], ['bark', 'Toothache'], ['fruit', 'Diarrhea'], ['flower', 'Vomiting'], ['flower', 'Rheumatoid arthritis'], ['fruit', 'Acne vulgaris'], ['fruit', 'Analgesics'], ['fruit', 'Antipyretics'], ['fruit', 'Bites and stings'], ['fruit', 'Headache'], ['fruit', 'Stomatitis, aphthous'], ['fruit', 'Dizziness'], ['fruit', 'Hemorrhage'], ['flower', 'Ulcer'], ['fruit', 'Dyspepsia'], ['fruit', 'Fatigue'], ['fruit', 'Fever'], ['fruit', 'Flatulence'], ['fruit', 'Diabetes mellitus'], ['leaf', 'Gout'], ['flower', 'Flatulence'], ['wood', 'Fever'], ['flower', 'Colic'], ['bark', 'Wounds and injuries'], ['flower', 'Diabetes mellitus'], ['flower', 'Diarrhea'], ['flower', 'Dyspepsia'], ['flower', 'Infection'], ['flower', 'Fatigue'], ['None', 'Colic'], ['wood', 'Wounds and injuries'], ['wood', 'Tongue diseases'], ['wood', 'Stomatitis, aphthous'], ['wood', 'Stomach diseases'], ['fruit', 'Nervous system diseases'], ['fruit', 'Mouth diseases'], ['None', 'Stomatitis, aphthous'], ['fruit', 'Hyperhidrosis'], ['flower', 'Hyperhidrosis'], ['flower', 'Hemostatics'], ['flower', 'Hemorrhage'], ['flower', 'Hemoptysis'], ['flower', 'Headache'], ['flower', 'Bites and stings'], ['whole plant excluding root', 'Antifungal agents'], ['flower', 'Antipyretics'], ['fruit', 'Infection'], ['wood', 'Oral ulcer'], ['fruit', 'Pain'], ['fruit', 'Pharyngitis'], ['None', 'Rheumatoid arthritis'], ['flower', 'Fever'], ['None', 'Tongue diseases'], ['None', 'Skin diseases'], ['None', 'Hemoptysis'], ['None', 'Headache'], ['None', 'Fever'], ['None', 'Erysipelas'], ['None', 'Dyspepsia'], ['None', 'Dysentery'], ['None', 'Diarrhea'], ['None', 'Diabetes mellitus'], ['fruit', 'Hematologic diseases'], ['fruit', 'Hemoptysis'], ['fruit', 'Dysentery'], ['flower', 'Skin diseases'], ['flower', 'Pain'], ['flower', 'Dysentery'], ['flower', 'Analgesics'], ['None', 'Vomiting'], ['fruit', 'Skin diseases'], ['fruit', 'Hemostatics']]",Plantae,Lamiaceae,Angiosperms,Large-Leaf Beauty Berry,"Callicarpa macrophylla, Callicarapa macrophylla","Ayurveda, Siddha, Sowa Rigpa, Unani"
474,1976,Callistemon citrinus,Callistemon citrinus,"[['leaf', 'Cholinergic antagonists'], ['None', 'Antiviral agents'], ['seed', 'Hemagglutination'], ['leaf', 'Insecticides'], ['leaf', 'Antifungal agents'], ['leaf', 'Anti-bacterial agents'], ['flower', 'Antifungal agents'], ['flower', 'Anti-bacterial agents'], ['aerial part', 'Insecticides']]",Plantae,Myrtaceae,Angiosperms,,Callistemon citrinus,
475,1979,Callistemon polandii,Callistemon polandii,"[['leaf', 'Antiviral agents'], ['leaf', 'Anti-bacterial agents']]",Plantae,Myrtaceae,Angiosperms,,Callistemon polandii,
476,1980,Callistemon rigidus,Callistemon rigidus,"[['leaf', 'Anti-bacterial agents']]",Plantae,Myrtaceae,Angiosperms,Stiff Bottle Brush,Callistemon rigidus,
477,1990,Calophyllum austroindicum,Calophyllum austroindicum,"[['None', 'Anti-bacterial agents']]",Plantae,Clusiaceae,Angiosperms,,Calophyllum austroindicum,
478,1991,Calophyllum calaba,Calophyllum calaba,"[['None', 'Skin diseases']]",Plantae,Clusiaceae,Angiosperms,,"Calophyllum calaba, Calophyllum amoenurm, Calophyllum retusum",
479,1994,Calophyllum polyanthum,Calophyllum polyanthum,"[['plant exudate', 'Astringents'], ['None', 'Hypertension']]",Plantae,Clusiaceae,Angiosperms,,"Calophyllum elatum, Calophyllum polyanthum",
480,1996,Calopogonium mucunoides,Calopogonium mucunoides,"[['leaf', 'Filariasis'], ['None', 'Estrogen receptor modulators'], ['leaf', 'Antifungal agents']]",Plantae,Leguminosae,Angiosperms,Calopo,Calopogonium mucunoides,
