Plant_id,Scientific_name,Plant_Name_Mapped,Plant_Part,Therapeutic_Use
2110,Capparis spinosa,Capparis spinosa,,Anticoagulants
2110,Capparis spinosa,Capparis spinosa,,Antifungal agents
2110,Capparis spinosa,Capparis spinosa,,"Anti-infective agents, local"
2110,Capparis spinosa,Capparis spinosa,,Anti-inflammatory agents
2110,Capparis spinosa,Capparis spinosa,,Antirheumatic agents
2110,Capparis spinosa,Capparis spinosa,,Antitubercular agents
2110,Capparis spinosa,Capparis spinosa,,Cysts
2110,Capparis spinosa,Capparis spinosa,,Diuretics
2110,Capparis spinosa,Capparis spinosa,root,Splenic diseases
2110,Capparis spinosa,Capparis spinosa,,Menorrhagia
2110,Capparis spinosa,Capparis spinosa,,Neoplasms
2110,Capparis spinosa,Capparis spinosa,,Pain
2110,Capparis spinosa,Capparis spinosa,,Steatorrhea
2110,Capparis spinosa,Capparis spinosa,seed,"Tuberculosis, lymph node"
2110,Capparis spinosa,Capparis spinosa,root,General tonic for rejuvenation
2110,Capparis spinosa,Capparis spinosa,seed,Analgesics
2110,Capparis spinosa,Capparis spinosa,root,Menstruation-inducing agents
2110,Capparis spinosa,Capparis spinosa,root,Paralysis
2110,Capparis spinosa,Capparis spinosa,aerial part,Liver diseases
2110,Capparis spinosa,Capparis spinosa,bark,Antirheumatic agents
2110,Capparis spinosa,Capparis spinosa,bark,Diuretics
2110,Capparis spinosa,Capparis spinosa,bark,Expectorants
2110,Capparis spinosa,Capparis spinosa,bark,Laxatives
2110,Capparis spinosa,Capparis spinosa,bark,Liver diseases
2110,Capparis spinosa,Capparis spinosa,bark,Paralysis
2110,Capparis spinosa,Capparis spinosa,bark,"Tuberculosis, lymph node"
2110,Capparis spinosa,Capparis spinosa,flower,Astringents
2110,Capparis spinosa,Capparis spinosa,flower,Laxatives
2110,Capparis spinosa,Capparis spinosa,flower,Scurvy
2110,Capparis spinosa,Capparis spinosa,fruit,"Anti-infective agents, local"
2110,Capparis spinosa,Capparis spinosa,fruit,Diuretics
2110,Capparis spinosa,Capparis spinosa,bark,Toothache
2110,Capparis spinosa,Capparis spinosa,fruit,Hypoglycemic agents
2110,Capparis spinosa,Capparis spinosa,fruit,Dysmenorrhea
2110,Capparis spinosa,Capparis spinosa,root,Jaundice
2110,Capparis spinosa,Capparis spinosa,root,Expectorants
2110,Capparis spinosa,Capparis spinosa,root,Diuretics
2110,Capparis spinosa,Capparis spinosa,root,Asthma
2110,Capparis spinosa,Capparis spinosa,root,Antirheumatic agents
2110,Capparis spinosa,Capparis spinosa,root,Anthelmintics
2110,Capparis spinosa,Capparis spinosa,root,Laxatives
2110,Capparis spinosa,Capparis spinosa,leaf,Gout
2110,Capparis spinosa,Capparis spinosa,leaf,Gastrointestinal diseases
2110,Capparis spinosa,Capparis spinosa,leaf,Antirheumatic agents
2110,Capparis spinosa,Capparis spinosa,leaf,"Anti-infective agents, local"
2110,Capparis spinosa,Capparis spinosa,fruit,Spasm
2110,Capparis spinosa,Capparis spinosa,root,Analgesics
2113,Capparis zeylanica,Capparis zeylanica,,Appetite stimulants
2113,Capparis zeylanica,Capparis zeylanica,,Antiviral agents
2113,Capparis zeylanica,Capparis zeylanica,,Antirheumatic agents
2113,Capparis zeylanica,Capparis zeylanica,root,Tongue diseases
2113,Capparis zeylanica,Capparis zeylanica,root,"Sterilization, reproductive"
2113,Capparis zeylanica,Capparis zeylanica,root,Skin diseases
2113,Capparis zeylanica,Capparis zeylanica,root,"Intestinal diseases, parasitic"
2113,Capparis zeylanica,Capparis zeylanica,root,Pain
2113,Capparis zeylanica,Capparis zeylanica,root,Orchitis
2113,Capparis zeylanica,Capparis zeylanica,root,Hypnotics and sedatives
2113,Capparis zeylanica,Capparis zeylanica,root,Hyperhidrosis
2113,Capparis zeylanica,Capparis zeylanica,root,Hemorrhoids
2113,Capparis zeylanica,Capparis zeylanica,root,Paralysis
2113,Capparis zeylanica,Capparis zeylanica,,Cholagogues and choleretics
2113,Capparis zeylanica,Capparis zeylanica,root,Helminthiasis
2113,Capparis zeylanica,Capparis zeylanica,,Colic
2113,Capparis zeylanica,Capparis zeylanica,,Edema
2113,Capparis zeylanica,Capparis zeylanica,,Furunculosis
2113,Capparis zeylanica,Capparis zeylanica,,Hemiplegia
2113,Capparis zeylanica,Capparis zeylanica,,Hemorrhoids
2113,Capparis zeylanica,Capparis zeylanica,,Hypnotics and sedatives
2113,Capparis zeylanica,Capparis zeylanica,,Lymphadenitis
2113,Capparis zeylanica,Capparis zeylanica,,Mastodynia
2113,Capparis zeylanica,Capparis zeylanica,,Neuralgia
2113,Capparis zeylanica,Capparis zeylanica,,Pain
2113,Capparis zeylanica,Capparis zeylanica,,Pleurisy
2113,Capparis zeylanica,Capparis zeylanica,,Pneumonia
2113,Capparis zeylanica,Capparis zeylanica,,Wounds and injuries
2113,Capparis zeylanica,Capparis zeylanica,,Cholera
2113,Capparis zeylanica,Capparis zeylanica,root,Furunculosis
2113,Capparis zeylanica,Capparis zeylanica,fruit,Furunculosis
2113,Capparis zeylanica,Capparis zeylanica,root,Diuretics
2113,Capparis zeylanica,Capparis zeylanica,root,Fever
2113,Capparis zeylanica,Capparis zeylanica,bark,Breast diseases
2113,Capparis zeylanica,Capparis zeylanica,bark,Cough
2113,Capparis zeylanica,Capparis zeylanica,bark,Hematuria
2113,Capparis zeylanica,Capparis zeylanica,flower,Laxatives
2113,Capparis zeylanica,Capparis zeylanica,fruit,Hemorrhoids
2113,Capparis zeylanica,Capparis zeylanica,leaf,Abdominal pain
2113,Capparis zeylanica,Capparis zeylanica,leaf,Antirheumatic agents
2113,Capparis zeylanica,Capparis zeylanica,leaf,Arthritis
2113,Capparis zeylanica,Capparis zeylanica,leaf,Diuretics
2113,Capparis zeylanica,Capparis zeylanica,leaf,Eczema
2113,Capparis zeylanica,Capparis zeylanica,leaf,Edema
2113,Capparis zeylanica,Capparis zeylanica,leaf,Furunculosis
2113,Capparis zeylanica,Capparis zeylanica,leaf,Helminthiasis
2113,Capparis zeylanica,Capparis zeylanica,aerial part,Parasympatholytics
2113,Capparis zeylanica,Capparis zeylanica,leaf,Hypnotics and sedatives
2113,Capparis zeylanica,Capparis zeylanica,leaf,Hemorrhoids
2113,Capparis zeylanica,Capparis zeylanica,root,Demulcents
2113,Capparis zeylanica,Capparis zeylanica,root,Cough
2113,Capparis zeylanica,Capparis zeylanica,root,Colic
2113,Capparis zeylanica,Capparis zeylanica,root,Cholagogues and choleretics
2113,Capparis zeylanica,Capparis zeylanica,root,Appetite stimulants
2113,Capparis zeylanica,Capparis zeylanica,root,Cholera
2113,Capparis zeylanica,Capparis zeylanica,root,Anthelmintics
2113,Capparis zeylanica,Capparis zeylanica,root,Abdominal pain
2113,Capparis zeylanica,Capparis zeylanica,leaf,Syphilis
2113,Capparis zeylanica,Capparis zeylanica,leaf,Snake bites
2113,Capparis zeylanica,Capparis zeylanica,leaf,Skin diseases
2113,Capparis zeylanica,Capparis zeylanica,leaf,Counterirritant
2113,Capparis zeylanica,Capparis zeylanica,root,Antipyretics
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Diarrhea
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Kidney diseases
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Dysentery
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Edema
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Hematuria
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Hemorrhage
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Hemostasis
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Hemostatics
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Lung diseases
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Urologic diseases
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Menstruation-inducing agents
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Neoplasms
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Ointments
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Scurvy
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Ulcer
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Uterine diseases
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Uterine neoplasms
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Capillary permeability
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Menorrhagia
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Atrophy
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Diuretics
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Antipyretics
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Astringents
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,flower,Fever
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,fruit,Fever
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,leaf,Fever
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,leaf,Malaria
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,seed,Chest pain
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,seed,Counterirritant
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,seed,General tonic for rejuvenation
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,seed,Urinary bladder calculi
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,stem,Fever
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,leaf,Contraceptive agents
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,whole plant,Dysentery
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,whole plant,Diarrhea
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Antidiuretic agents
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,whole plant,General tonic for rejuvenation
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Antihypertensive agents
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,whole plant,Menorrhagia
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,whole plant,Hemorrhage
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,whole plant,Earache
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,whole plant,Metrorrhagia
2114,Capsella bursa-pastoris,Capsella bursa-pastoris,,Anti-inflammatory agents
2115,Capsicum annuum,Capsicum annuum,,Antirheumatic agents
2115,Capsicum annuum,Capsicum annuum,,Cholera
2115,Capsicum annuum,Capsicum annuum,,Appetite stimulants
2115,Capsicum annuum,Capsicum annuum,,Arthritis
2115,Capsicum annuum,Capsicum annuum,,Bronchitis
2115,Capsicum annuum,Capsicum annuum,,Cardiotonic agents
2115,Capsicum annuum,Capsicum annuum,,Chest pain
2115,Capsicum annuum,Capsicum annuum,,Diabetes mellitus
2115,Capsicum annuum,Capsicum annuum,,Common cold
2115,Capsicum annuum,Capsicum annuum,,Cough
2115,Capsicum annuum,Capsicum annuum,,Diarrhea
2115,Capsicum annuum,Capsicum annuum,,"Diet, food, and nutrition"
2115,Capsicum annuum,Capsicum annuum,,Digestive system diseases
2115,Capsicum annuum,Capsicum annuum,,Diuretics
2115,Capsicum annuum,Capsicum annuum,,Antipyretics
2115,Capsicum annuum,Capsicum annuum,,Cholinergic antagonists
2115,Capsicum annuum,Capsicum annuum,,Antioxidants
2115,Capsicum annuum,Capsicum annuum,plant exudate,Hyperlipidemias
2115,Capsicum annuum,Capsicum annuum,,Antifungal agents
2115,Capsicum annuum,Capsicum annuum,,Dysentery
2115,Capsicum annuum,Capsicum annuum,leaf,Night blindness
2115,Capsicum annuum,Capsicum annuum,leaf,Pain
2115,Capsicum annuum,Capsicum annuum,leaf,Paralysis
2115,Capsicum annuum,Capsicum annuum,leaf,Pharyngitis
2115,Capsicum annuum,Capsicum annuum,leaf,Tuberculosis
2115,Capsicum annuum,Capsicum annuum,leaf,Wounds and injuries
2115,Capsicum annuum,Capsicum annuum,rhizome,Antiviral agents
2115,Capsicum annuum,Capsicum annuum,seed,"Anemia, hemolytic"
2115,Capsicum annuum,Capsicum annuum,seed,Anti-bacterial agents
2115,Capsicum annuum,Capsicum annuum,shoot,Abdominal pain
2115,Capsicum annuum,Capsicum annuum,stem,Diuretics
2115,Capsicum annuum,Capsicum annuum,stem,Kidney calculi
2115,Capsicum annuum,Capsicum annuum,,"Anemia, hemolytic"
2115,Capsicum annuum,Capsicum annuum,,Anorexia
2115,Capsicum annuum,Capsicum annuum,,Anti-inflammatory agents
2115,Capsicum annuum,Capsicum annuum,,Dyspepsia
2115,Capsicum annuum,Capsicum annuum,,Reduced salivation
2115,Capsicum annuum,Capsicum annuum,,Earache
2115,Capsicum annuum,Capsicum annuum,,Low back pain
2115,Capsicum annuum,Capsicum annuum,,Lymphadenitis
2115,Capsicum annuum,Capsicum annuum,,Malaria
2115,Capsicum annuum,Capsicum annuum,,Neoplasms
2115,Capsicum annuum,Capsicum annuum,,Neuralgia
2115,Capsicum annuum,Capsicum annuum,,Night blindness
2115,Capsicum annuum,Capsicum annuum,,Pain
2115,Capsicum annuum,Capsicum annuum,,General tonic for rejuvenation
2115,Capsicum annuum,Capsicum annuum,,Scalp dermatoses
2115,Capsicum annuum,Capsicum annuum,,Sciatica
2115,Capsicum annuum,Capsicum annuum,,Tonsillitis
2115,Capsicum annuum,Capsicum annuum,,Ulcer
2115,Capsicum annuum,Capsicum annuum,,Wounds and injuries
2115,Capsicum annuum,Capsicum annuum,,Yellow fever
2115,Capsicum annuum,Capsicum annuum,leaf,Neoplasms
2115,Capsicum annuum,Capsicum annuum,,Laxatives
2115,Capsicum annuum,Capsicum annuum,,Counterirritant
2115,Capsicum annuum,Capsicum annuum,,Insecticides
2115,Capsicum annuum,Capsicum annuum,,Inflammation
2115,Capsicum annuum,Capsicum annuum,,Edema
2115,Capsicum annuum,Capsicum annuum,,Expectorants
2115,Capsicum annuum,Capsicum annuum,,Fever
2115,Capsicum annuum,Capsicum annuum,,Filariasis
2115,Capsicum annuum,Capsicum annuum,,Flatulence
2115,Capsicum annuum,Capsicum annuum,,Gastrointestinal diseases
2115,Capsicum annuum,Capsicum annuum,,Gonorrhea
2115,Capsicum annuum,Capsicum annuum,,Dysuria
2115,Capsicum annuum,Capsicum annuum,,Gout
2115,Capsicum annuum,Capsicum annuum,,Heart diseases
2115,Capsicum annuum,Capsicum annuum,,Heat stroke
2115,Capsicum annuum,Capsicum annuum,,Hoarseness
2115,Capsicum annuum,Capsicum annuum,,Hypercholesterolemia
2115,Capsicum annuum,Capsicum annuum,,Hyperlipidemias
2115,Capsicum annuum,Capsicum annuum,,Hypnotics and sedatives
2115,Capsicum annuum,Capsicum annuum,,Hypohidrosis
2115,Capsicum annuum,Capsicum annuum,,Headache
2115,Capsicum annuum,Capsicum annuum,leaf,Kidney calculi
2115,Capsicum annuum,Capsicum annuum,leaf,Lymphadenitis
2115,Capsicum annuum,Capsicum annuum,leaf,Heart diseases
2115,Capsicum annuum,Capsicum annuum,fruit,Condiments
2115,Capsicum annuum,Capsicum annuum,fruit,Cough
2115,Capsicum annuum,Capsicum annuum,fruit,Diarrhea
2115,Capsicum annuum,Capsicum annuum,fruit,Digestive system diseases
2115,Capsicum annuum,Capsicum annuum,fruit,Diuretics
2115,Capsicum annuum,Capsicum annuum,fruit,Dyspepsia
2115,Capsicum annuum,Capsicum annuum,fruit,Eye diseases
2115,Capsicum annuum,Capsicum annuum,fruit,Common cold
2115,Capsicum annuum,Capsicum annuum,fruit,Fever
2115,Capsicum annuum,Capsicum annuum,fruit,Gastrointestinal agents
2115,Capsicum annuum,Capsicum annuum,fruit,Gastrointestinal diseases
2115,Capsicum annuum,Capsicum annuum,fruit,Hemorrhoids
2115,Capsicum annuum,Capsicum annuum,fruit,Hemostasis
2115,Capsicum annuum,Capsicum annuum,fruit,Hyperglycemia
2115,Capsicum annuum,Capsicum annuum,fruit,Hypoglycemic agents
2115,Capsicum annuum,Capsicum annuum,fruit,Inflammation
2115,Capsicum annuum,Capsicum annuum,fruit,Flatulence
2115,Capsicum annuum,Capsicum annuum,fruit,Insecticides
2115,Capsicum annuum,Capsicum annuum,fruit,Cholera
2115,Capsicum annuum,Capsicum annuum,fruit,Capillary permeability
2115,Capsicum annuum,Capsicum annuum,bark,Dyspnea
2115,Capsicum annuum,Capsicum annuum,leaf,Inflammation
2115,Capsicum annuum,Capsicum annuum,bark,Jaundice
2115,Capsicum annuum,Capsicum annuum,bulb,Antiviral agents
2115,Capsicum annuum,Capsicum annuum,fruit,Alcoholic gastritis
2115,Capsicum annuum,Capsicum annuum,fruit,Abdominal pain
2115,Capsicum annuum,Capsicum annuum,fruit,Anorexia
2115,Capsicum annuum,Capsicum annuum,fruit,Chest pain
2115,Capsicum annuum,Capsicum annuum,fruit,Antifungal agents
2115,Capsicum annuum,Capsicum annuum,fruit,Antioxidants
2115,Capsicum annuum,Capsicum annuum,fruit,Antirheumatic agents
2115,Capsicum annuum,Capsicum annuum,fruit,Antiviral agents
2115,Capsicum annuum,Capsicum annuum,fruit,Appetite stimulants
2115,Capsicum annuum,Capsicum annuum,fruit,Back pain
2115,Capsicum annuum,Capsicum annuum,fruit,Bile acids and salts
2115,Capsicum annuum,Capsicum annuum,fruit,Bites and stings
2115,Capsicum annuum,Capsicum annuum,fruit,Anti-infective agents
2115,Capsicum annuum,Capsicum annuum,fruit,Intestinal diseases
2115,Capsicum annuum,Capsicum annuum,bark,Gonorrhea
2115,Capsicum annuum,Capsicum annuum,fruit,Jaundice
2115,Capsicum annuum,Capsicum annuum,fruit,Scarlet fever
2115,Capsicum annuum,Capsicum annuum,fruit,Rheumatoid arthritis
2115,Capsicum annuum,Capsicum annuum,leaf,Anthelmintics
2115,Capsicum annuum,Capsicum annuum,leaf,Anti-bacterial agents
2115,Capsicum annuum,Capsicum annuum,leaf,Antineoplastic agents
2115,Capsicum annuum,Capsicum annuum,leaf,Antiviral agents
2115,Capsicum annuum,Capsicum annuum,fruit,Counterirritant
2115,Capsicum annuum,Capsicum annuum,fruit,Yellow fever
2115,Capsicum annuum,Capsicum annuum,leaf,Bronchitis
2115,Capsicum annuum,Capsicum annuum,leaf,Dyspnea
2115,Capsicum annuum,Capsicum annuum,leaf,Dysuria
2115,Capsicum annuum,Capsicum annuum,leaf,Ear diseases
2115,Capsicum annuum,Capsicum annuum,leaf,Eye diseases
2115,Capsicum annuum,Capsicum annuum,leaf,Furunculosis
2115,Capsicum annuum,Capsicum annuum,leaf,Gonorrhea
2115,Capsicum annuum,Capsicum annuum,leaf,Headache
2115,Capsicum annuum,Capsicum annuum,leaf,Diuretics
2115,Capsicum annuum,Capsicum annuum,fruit,Wound healing
2115,Capsicum annuum,Capsicum annuum,leaf,Bites and stings
2115,Capsicum annuum,Capsicum annuum,fruit,Toothache
2115,Capsicum annuum,Capsicum annuum,fruit,Varicose veins
2115,Capsicum annuum,Capsicum annuum,fruit,Kidney calculi
2115,Capsicum annuum,Capsicum annuum,fruit,Labor pain
2115,Capsicum annuum,Capsicum annuum,fruit,Liver diseases
2115,Capsicum annuum,Capsicum annuum,fruit,Low back pain
2115,Capsicum annuum,Capsicum annuum,fruit,Myocardial infarction
2115,Capsicum annuum,Capsicum annuum,fruit,Neuralgia
2115,Capsicum annuum,Capsicum annuum,fruit,Alcoholic fatty liver
2115,Capsicum annuum,Capsicum annuum,fruit,Mental disorders
2115,Capsicum annuum,Capsicum annuum,fruit,Radiation-protective agents
2115,Capsicum annuum,Capsicum annuum,fruit,General tonic for rejuvenation
2115,Capsicum annuum,Capsicum annuum,fruit,Scorpion stings
2115,Capsicum annuum,Capsicum annuum,fruit,Seizures
2115,Capsicum annuum,Capsicum annuum,fruit,Snake bites
2115,Capsicum annuum,Capsicum annuum,fruit,Stomach diseases
2115,Capsicum annuum,Capsicum annuum,fruit,Tonsillitis
2115,Capsicum annuum,Capsicum annuum,fruit,Pharyngitis
2121,Capsicum frutescens,Capsicum annuum,,Cardiotonic agents
2121,Capsicum frutescens,Capsicum annuum,,Antipyretics
2121,Capsicum frutescens,Capsicum annuum,,Antirheumatic agents
2121,Capsicum frutescens,Capsicum annuum,,Appetite stimulants
2121,Capsicum frutescens,Capsicum annuum,,Arthritis
2121,Capsicum frutescens,Capsicum annuum,,Bronchitis
2121,Capsicum frutescens,Capsicum annuum,,Chest pain
2121,Capsicum frutescens,Capsicum annuum,,Diuretics
2121,Capsicum frutescens,Capsicum annuum,,Cholinergic antagonists
2121,Capsicum frutescens,Capsicum annuum,,Common cold
2121,Capsicum frutescens,Capsicum annuum,,Cough
2121,Capsicum frutescens,Capsicum annuum,,Diabetes mellitus
2121,Capsicum frutescens,Capsicum annuum,,Diarrhea
2121,Capsicum frutescens,Capsicum annuum,,"Diet, food, and nutrition"
2121,Capsicum frutescens,Capsicum annuum,,Digestive system diseases
2121,Capsicum frutescens,Capsicum annuum,,Cholera
2121,Capsicum frutescens,Capsicum annuum,,Antioxidants
2121,Capsicum frutescens,Capsicum annuum,leaf,Neoplasms
2121,Capsicum frutescens,Capsicum annuum,,Antifungal agents
2121,Capsicum frutescens,Capsicum annuum,,Dysentery
2121,Capsicum frutescens,Capsicum annuum,leaf,Night blindness
2121,Capsicum frutescens,Capsicum annuum,leaf,Pain
2121,Capsicum frutescens,Capsicum annuum,leaf,Paralysis
2121,Capsicum frutescens,Capsicum annuum,leaf,Pharyngitis
2121,Capsicum frutescens,Capsicum annuum,leaf,Tuberculosis
2121,Capsicum frutescens,Capsicum annuum,leaf,Wounds and injuries
2121,Capsicum frutescens,Capsicum annuum,,Anti-inflammatory agents
2121,Capsicum frutescens,Capsicum annuum,plant exudate,Hyperlipidemias
2121,Capsicum frutescens,Capsicum annuum,seed,"Anemia, hemolytic"
2121,Capsicum frutescens,Capsicum annuum,seed,Anti-bacterial agents
2121,Capsicum frutescens,Capsicum annuum,shoot,Abdominal pain
2121,Capsicum frutescens,Capsicum annuum,stem,Diuretics
2121,Capsicum frutescens,Capsicum annuum,stem,Kidney calculi
2121,Capsicum frutescens,Capsicum annuum,,"Anemia, hemolytic"
2121,Capsicum frutescens,Capsicum annuum,,Anorexia
2121,Capsicum frutescens,Capsicum annuum,rhizome,Antiviral agents
2121,Capsicum frutescens,Capsicum annuum,,Dyspepsia
2121,Capsicum frutescens,Capsicum annuum,,Inflammation
2121,Capsicum frutescens,Capsicum annuum,,Earache
2121,Capsicum frutescens,Capsicum annuum,,Low back pain
2121,Capsicum frutescens,Capsicum annuum,,Lymphadenitis
2121,Capsicum frutescens,Capsicum annuum,,Malaria
2121,Capsicum frutescens,Capsicum annuum,,Neoplasms
2121,Capsicum frutescens,Capsicum annuum,,Neuralgia
2121,Capsicum frutescens,Capsicum annuum,,Night blindness
2121,Capsicum frutescens,Capsicum annuum,,Pain
2121,Capsicum frutescens,Capsicum annuum,,General tonic for rejuvenation
2121,Capsicum frutescens,Capsicum annuum,,Scalp dermatoses
2121,Capsicum frutescens,Capsicum annuum,,Sciatica
2121,Capsicum frutescens,Capsicum annuum,,Tonsillitis
2121,Capsicum frutescens,Capsicum annuum,,Ulcer
2121,Capsicum frutescens,Capsicum annuum,,Wounds and injuries
2121,Capsicum frutescens,Capsicum annuum,,Yellow fever
2121,Capsicum frutescens,Capsicum annuum,,Reduced salivation
2121,Capsicum frutescens,Capsicum annuum,,Laxatives
2121,Capsicum frutescens,Capsicum annuum,leaf,Lymphadenitis
2121,Capsicum frutescens,Capsicum annuum,,Counterirritant
2121,Capsicum frutescens,Capsicum annuum,,Insecticides
2121,Capsicum frutescens,Capsicum annuum,,Edema
2121,Capsicum frutescens,Capsicum annuum,,Expectorants
2121,Capsicum frutescens,Capsicum annuum,,Fever
2121,Capsicum frutescens,Capsicum annuum,,Filariasis
2121,Capsicum frutescens,Capsicum annuum,,Flatulence
2121,Capsicum frutescens,Capsicum annuum,,Gastrointestinal diseases
2121,Capsicum frutescens,Capsicum annuum,,Gonorrhea
2121,Capsicum frutescens,Capsicum annuum,,Dysuria
2121,Capsicum frutescens,Capsicum annuum,,Gout
2121,Capsicum frutescens,Capsicum annuum,,Heart diseases
2121,Capsicum frutescens,Capsicum annuum,,Heat stroke
2121,Capsicum frutescens,Capsicum annuum,,Hoarseness
2121,Capsicum frutescens,Capsicum annuum,,Hypercholesterolemia
2121,Capsicum frutescens,Capsicum annuum,,Hyperlipidemias
2121,Capsicum frutescens,Capsicum annuum,,Hypnotics and sedatives
2121,Capsicum frutescens,Capsicum annuum,,Hypohidrosis
2121,Capsicum frutescens,Capsicum annuum,,Headache
2121,Capsicum frutescens,Capsicum annuum,leaf,Kidney calculi
2121,Capsicum frutescens,Capsicum annuum,fruit,Chest pain
2121,Capsicum frutescens,Capsicum annuum,leaf,Heart diseases
2121,Capsicum frutescens,Capsicum annuum,fruit,Diarrhea
2121,Capsicum frutescens,Capsicum annuum,fruit,Digestive system diseases
2121,Capsicum frutescens,Capsicum annuum,fruit,Diuretics
2121,Capsicum frutescens,Capsicum annuum,fruit,Dyspepsia
2121,Capsicum frutescens,Capsicum annuum,fruit,Eye diseases
2121,Capsicum frutescens,Capsicum annuum,fruit,Fever
2121,Capsicum frutescens,Capsicum annuum,fruit,Flatulence
2121,Capsicum frutescens,Capsicum annuum,fruit,Gastrointestinal agents
2121,Capsicum frutescens,Capsicum annuum,fruit,Gastrointestinal diseases
2121,Capsicum frutescens,Capsicum annuum,leaf,Inflammation
2121,Capsicum frutescens,Capsicum annuum,fruit,Hemostasis
2121,Capsicum frutescens,Capsicum annuum,fruit,Hyperglycemia
2121,Capsicum frutescens,Capsicum annuum,fruit,Hypoglycemic agents
2121,Capsicum frutescens,Capsicum annuum,fruit,Inflammation
2121,Capsicum frutescens,Capsicum annuum,fruit,Insecticides
2121,Capsicum frutescens,Capsicum annuum,fruit,Cough
2121,Capsicum frutescens,Capsicum annuum,fruit,Condiments
2121,Capsicum frutescens,Capsicum annuum,fruit,Common cold
2121,Capsicum frutescens,Capsicum annuum,fruit,Cholera
2121,Capsicum frutescens,Capsicum annuum,bark,Gonorrhea
2121,Capsicum frutescens,Capsicum annuum,bark,Jaundice
2121,Capsicum frutescens,Capsicum annuum,bulb,Antiviral agents
2121,Capsicum frutescens,Capsicum annuum,fruit,Alcoholic gastritis
2121,Capsicum frutescens,Capsicum annuum,fruit,Abdominal pain
2121,Capsicum frutescens,Capsicum annuum,fruit,Anorexia
2121,Capsicum frutescens,Capsicum annuum,fruit,Antifungal agents
2121,Capsicum frutescens,Capsicum annuum,fruit,Intestinal diseases
2121,Capsicum frutescens,Capsicum annuum,fruit,Anti-infective agents
2121,Capsicum frutescens,Capsicum annuum,fruit,Antirheumatic agents
2121,Capsicum frutescens,Capsicum annuum,fruit,Antiviral agents
2121,Capsicum frutescens,Capsicum annuum,fruit,Appetite stimulants
2121,Capsicum frutescens,Capsicum annuum,fruit,Back pain
2121,Capsicum frutescens,Capsicum annuum,fruit,Bile acids and salts
2121,Capsicum frutescens,Capsicum annuum,fruit,Bites and stings
2121,Capsicum frutescens,Capsicum annuum,fruit,Capillary permeability
2121,Capsicum frutescens,Capsicum annuum,fruit,Antioxidants
2121,Capsicum frutescens,Capsicum annuum,fruit,Counterirritant
2121,Capsicum frutescens,Capsicum annuum,fruit,Hemorrhoids
2121,Capsicum frutescens,Capsicum annuum,fruit,Kidney calculi
2121,Capsicum frutescens,Capsicum annuum,fruit,Rheumatoid arthritis
2121,Capsicum frutescens,Capsicum annuum,leaf,Anthelmintics
2121,Capsicum frutescens,Capsicum annuum,leaf,Anti-bacterial agents
2121,Capsicum frutescens,Capsicum annuum,leaf,Antineoplastic agents
2121,Capsicum frutescens,Capsicum annuum,leaf,Antiviral agents
