Plant_Id,Scientific_Name,Common_Name,Regional_Name,Category,Family,Light,Water,Primary_Grown_for,Flowering_Season,Foliage_Color,Height_or_Length,Spread_or_Width,Plant_Form,Lifespan,Special_Feature,Plant_Description,Growing_Tips,Image_Paths
2947,Calathea ornata sanderiana,Calathea Broad Leaf,,Shrubs,Marantaceae or Maranta family,"Semi shade, Shade growing","Normal, Can tolerate more",Foliage,Flowers are inconspicuous,"Variegated, Green, Purple, White",50 cms to 100 cms,50 cms to 100 cms,"Spreading, Upright or Erect",,Good for Cut foliage,"This species is a clump-forming perennial. It will bear spikes of white flowers with purple petal lobes., Produces broadly oval, leathery glossy, dark green leaves with white-ish pink lines above, and purple below. Intermittently, there will appear short spiked, white-ish purple flowers.",Given the right condition - is a very easy to grow plant. Bright filtered light is perfect. Can tolerate marshy conditions. Clump can be kept in check by cutting off extra leaves. Dry air will cause the leaves to dry and flap down. Does not like it too cold either.,"['Scraped_Images/2947_Calathea ornata sanderiana/Calathea ornata sanderiana_0.jpg', 'Scraped_Images/2947_Calathea ornata sanderiana/Calathea ornata sanderiana_1.jpg', 'Scraped_Images/2947_Calathea ornata sanderiana/Calathea ornata sanderiana_2.jpg', 'Scraped_Images/2947_Calathea ornata sanderiana/Calathea ornata sanderiana_3.jpg', 'Scraped_Images/2947_Calathea ornata sanderiana/Calathea ornata sanderiana_4.jpg']"
2948,Begonia rex confetti,Begonia Confetti,,"Indoor Plants, Groundcovers",Begoniaceae or Begonia family,Semi shade,Normal,Foliage,Flowers are inconspicuous,"Variegated, Green, Blue Grey or Silver",Less than 50 cms,Less than 50 cms,Spreading,,"Rare Plant or difficult to get plant, Good for Edges ie very small hedge or border","This is a small leaved compact variety., The leaves are distinctly marked and the color contrast is quite pretty., These beautiful leafy begonias that were once very popular. They require high humidity and shade which is very diffuclt to achieve as a combination in modern day apartments.","These are fibrous rooted plants that can spread to cover the pots., Plants require bright filtered light and high humidity., A compost of equal parts of loam, leaf mould well decomposed manure and river sand is suitable.","['Scraped_Images/2948_Begonia rex confetti/Begonia rex confetti_0.jpg', 'Scraped_Images/2948_Begonia rex confetti/Begonia rex confetti_1.jpg', 'Scraped_Images/2948_Begonia rex confetti/Begonia rex confetti_2.jpg', 'Scraped_Images/2948_Begonia rex confetti/Begonia rex confetti_3.jpg', 'Scraped_Images/2948_Begonia rex confetti/Begonia rex confetti_4.jpg']"
2949,Nannarophs ritchiana,Mazari Palm,,"Palms and Cycads, Shrubs",Palmae or Coconut family,"Sun growing, Semi shade","Normal, Can tolerate less",Foliage,Flowers are inconspicuous,"Green, Blue Grey or Silver",2 to 4 meters,8 to 12 meters,Spreading,,"Good for screening, Salt or salinity tolerant","Mostly the trunk of this palm is subterranean and it branches freely so that the plants form dense clumps., Occasionally however the trunk is erect, and while it still branches the plants may exceed 4 m in height., The very hardy palm is abundant in scattered colonies in infertile, stony soils often on treeless plains., It is of considerable importance to the local inhabitants who eat the very young leaves as a vegetable and the flesh of the fruit and use other parts for building thatching, weaving and as fuel for fires., The mazari palm extends into the mountains of Afghanistan and plants may be covered with snow for long periods during the winter., An interesting feature of its growth is that each crown is monocarpic, producing a single terminal inflorescence of 2 m tall., Each trunk is thick and densely covered with old leaf bases which carry orange wool.","Plants require excellent drainage., They will grow well on poor soils., They can grow quite quickly if taken care of., Can be grown as a specimen in lawns or on traffic islands.",['Scraped_Images/2949_Nannarophs ritchiana/Nannarophs ritchiana_0.jpg']
2950,Pelargonium graveolens,"Rose Scented Pelargonium, Wildemalva",,Medicinal Plants,Geraniaceae or Geranium family,"Sun growing, Semi shade","Normal, Can tolerate less, Can tolerate more",Foliage,"January, August, September, October, November, December",Green,50 cms to 100 cms,50 cms to 100 cms,"Spreading, Upright or Erect",,"Fragrant flowers or leaves, Good for Hedges and Borders, Good for Edges ie very small hedge or border, Attracts bees, Animals will not eat, Insect or mosquito repellent, Salt or salinity tolerant","The hairy stems are herbaceous when young, becoming woody with age. The deeply incised leaves are velvety and soft to the touch due to the presence of numerous glandular hairs. The leaves are strongly rose-scented. The showy white to pinkish flowers are borne in an umbel-like inflorescence., strongly rose-scented leaves and pinkish white flowers is an interesting addition to the mixed border, adding texture, fragrance and colour.","Its velvety leaves add texture to the planting. This species also makes a good container or hanging basket subject, provided it is kept in a semi shade position. Pelargonium graveolens responds well to feeding with liquid organic fertilizers. Use a suitable systemic insecticide if whiteflies are observed feeding on the plants.","['Scraped_Images/2950_Pelargonium graveolens/Pelargonium graveolens_0.jpg', 'Scraped_Images/2950_Pelargonium graveolens/Pelargonium graveolens_1.jpg', 'Scraped_Images/2950_Pelargonium graveolens/Pelargonium graveolens_2.jpg', 'Scraped_Images/2950_Pelargonium graveolens/Pelargonium graveolens_3.jpg', 'Scraped_Images/2950_Pelargonium graveolens/Pelargonium graveolens_4.jpg']"
2951,"Pterocarpus santalinus, Santalum rubrum. red saunders","Red Sanders, Red Sandalwood,",,"Trees, Shrubs",Leguminosae or Fabaceae or Pea family,"Sun growing, Semi shade","Normal, Can tolerate more",Stems or Timber,"March, April, May",Green,More than 12 meters,8 to 12 meters,Upright or Erect,,"Indigenous (native to India), Fragrant flowers or leaves, Recommended for creating shade, Quick growing trees, Evergreen trees","It is a light-demanding small tree growing to 8 m tall with a trunk 50â€“150 cm diameter., The wood consists mostly of the lower parts of the stem, and thick roots, imported in irregular logs of various sizes, usually deprived of the bark, and externally of a dark-brown color; internally of a rich red color, showing in transverse sections circles of a lighter tint.","It is fast-growing when young, reaching 5 m tall in three years even on degraded soils. It is not frost tolerant, being killed by temperatures of −1 Â°C.",[]
2952,Cocos nucifera var thai fragrant,Fragrant Coconut,"Marathi - Naral, Maad, Hindi - Nariyal, Bengali - Dab, Gujarati - Naliyer, Kannada - Tenginamara, Malayalam - Teng, Sanskrit - Duraruha, Tamil - Tengay, Telugu - Narikelamu, Urdu - Nariyel","Fruit Plants, Palms and Cycads, Trees, Medicinal Plants",Palmae or Coconut family,Sun growing,"Normal, Can tolerate more",Fruit or Seed,"Year-around flowering, Flowers in flushes throughout the year, Flowers are inconspicuous",Green,6 to 8 meters,4 to 6 meters,Upright or Erect,,"Rare Plant or difficult to get plant, Salt or salinity tolerant","This is a special fragrant variety of coconut. The coconut water is fragrant (or flavoured)., Is used for coconut water purpose only., The husk (when young) is very soft and can be cut with an ordinary knife., It has been seen that roasting the coconuts in fire - enhances the flavour., Plants start bearing at an early stage. They bear fruit after 3 to 5 years depending on care given., Dwarf coconut is a misnomer. These plants start bearing at an early age. However they too get tall with age. Plants get to over 20 meters., The dwarf types have a shorter life span compared to the regular varieties.","It has been a tradition to gift a coconut tree for the house warming ceremony., Two coconut trees will provide enough coconuts for a family of four (and a few guests)., The coconut palm grows about 15 meters wide. The distance between two trees should be a minimum of 25 feet or 8 meters. 10 meters is excellent. Do not crowd the trees. They should be planted a minimum of 2.5 to 3 meters away from a wall., It is not recommended for planting it in very congested places., Does well in a variety of soils - provided there is aqequate irrigation., Planting - Pits of 1 meter width x 1 meter length x 1 meter deep should be taken. Top soil from these pits should be mixed with 50 kgs farm yard manure  well decomposed cow dung manure, 1 kgs of bone meal, 1 kgs of single super phosphate and 25 gms follidol dust. Mix evenly to ensure proper distribution of the manure, fertilizer and pesticide., There is a wrong belief that coconut palms require salt. I have seen people put salt for coconut trees. This is not required., There are many pests and diseases that affect the coconut tree. At the home level it is generally not sprayed., Manuring and fertilizers are important as they ensure adequate supply of nuts. It is important to understand that the time for fertilizer to translate into nuts is long. Do not expect results over night. If a neglected non fruiting tree is given the required nutrients the coconuts will only be ready after 18 to 24 months! The following manure and fertilizer can be given to the coconut palm. Divide the dose into three equal parts one in June, September and the last in February YEAR Manure N P K1 50 kgs 500 gm 600 gm 320gm 2 75 kgs 1000 gm 1200 gm 640 gm 3 100 kgs 1500 gm 1800 gm 960 gm 4 100 kgs 2000 gm 2400 gm 1280 gm 5 100 kgs 2225 gm 3000 gm 1600 gm","['Scraped_Images/2952_Cocos nucifera var thai fragrant/Cocos nucifera var thai fragrant_0.jpg', 'Scraped_Images/2952_Cocos nucifera var thai fragrant/Cocos nucifera var thai fragrant_1.jpg', 'Scraped_Images/2952_Cocos nucifera var thai fragrant/Cocos nucifera var thai fragrant_2.jpg', 'Scraped_Images/2952_Cocos nucifera var thai fragrant/Cocos nucifera var thai fragrant_3.jpg', 'Scraped_Images/2952_Cocos nucifera var thai fragrant/Cocos nucifera var thai fragrant_4.jpg']"
2953,Carica papaya var disco,Papaya Disco,"Marathi - Papai; Hindi - Papeeta; Bengali - Pappaiya; Gujrati - Papayi; Tamil - Pappali; Kannada - Parangi-mara, Malayalam - Omaca, Telugu - Boppayi","Fruit Plants, Trees, Medicinal Plants",Caricaceae,Sun growing,"Normal, Can tolerate less",Fruit or Seed,"Year-around flowering, Flowers in flushes throughout the year",Green,4 to 6 meters,2 to 4 meters,Upright or Erect,,"Fragrant flowers or leaves, Attracts birds, Attracts bees, Quick growing trees, Evergreen trees, Salt or salinity tolerant, Good on seaside","One of the world's most popular fruit. The most ideal to have for breakfast., The Disco variety is the Papaya hybrid 786 introduced by Known You seed company from Taiwan., It is widely grown in India today., Fruit is medium size with orange pulp. Very sweet and with almost no seed., All plants bear fruit. (There are no pruely male plants), Evergreen tree that for the most part of its productive life is non branched. The single trunk is fleshy and can grow up to 6 meters., Trees bear either male or female flowers, though all the new hybrids have hermaphrodite (both male and female) ones., It has a high nutritive and medicinal value., Papain prepared from dried later of its immatare fruits is used in meal tenderising and manufacture of chewing gum. It is also used for degumming natural silk and to give shrink resistance to wool., In South America from where it is a native it is a major part of the daily diet.","Climate - Papaya grows well in warm (but not hot) climates. It generally grows well up to 700 meters above sea level. Tolerates temprature of up to 38- 44 deg celcius., Soil - All kind of soils are suitable. Well drained fertile soils with good organic matter content are best. However Papaya grows well in most soils having good drainage. Soil ph of 6 to 7 is fine., Planting distance - Plants can yield for over a 5 years. For small to medium varieties the planting should be done at 1.8 x 1.8 meter. For tall variety the planting should be done at 2.4 x 2.4 meter., Planting - Planting is recommended in all year around. Pits of 0.5 meter width x 0.5 meter length x 0.5 meter deep should be taken. Top soil from these pits should be mixed 10 kgs farm yard manure / well decomposed cow dung manure. 1 kgs single super phosphate and 100 gm follidol dust. Mix evenly to ensure proper distribution of the manure, fertilizer and pesticide., Watering - Watering can be done every 10 to 15 days in winter and at weekly intervals during summer. Drip irrigation is recommended., Manures and fertilizer -",[]
2954,Ficus hispida,,Manipuri-ashee-haiboang; Sanskrit-kakadumbura; Hindi - Konea-dumber,"Trees, Shrubs",Moraceae or Fig family,"Sun growing, Semi shade","Normal, Can tolerate more",Foliage,"Year-around flowering, Flowers are inconspicuous",Green,8 to 12 meters,6 to 8 meters,"Spherical or rounded, Spreading",,"Indigenous (native to India), Good for making bonsai, Good for screening, Attracts birds, Evergreen trees, Grows best in humid and warm regions","Ficus hipida is a small tree variety found throughout India., It is used by the Maaiba (indigenous medicine-man of Manipur) in the treatment of diabetes mellitus, All parts of Ficus hispida are reported to be bitter, cooling, acrid, astringent to the bowels, antidysentric and useful in Kapha, ulcers, biliousness, psoriasis, anemia, piles, jaundice, hemorrhage of the nose and mouth, and diseases of the blood.","Usually grows wild along streams and rivers in high raonfall areas., PLants are very seay to grow., They require regular water to have a full canopy.","['Scraped_Images/2954_Ficus hispida/Ficus hispida_0.jpg', 'Scraped_Images/2954_Ficus hispida/Ficus hispida_1.jpg', 'Scraped_Images/2954_Ficus hispida/Ficus hispida_2.jpg', 'Scraped_Images/2954_Ficus hispida/Ficus hispida_3.jpg', 'Scraped_Images/2954_Ficus hispida/Ficus hispida_4.jpg']"
2955,Beaucarnea recurvata variegata,Nolina Variegated,"Marathi - Nolina, Hindi - Nolina","Shrubs, Cacti & Succulents",Liliaceae or Lily family,"Sun growing, Semi shade, Shade growing","Can tolerate less, Requires less",Foliage,Flowers are inconspicuous,Green,4 to 6 meters,2 to 4 meters,,,"Rare Plant or difficult to get plant, Good for screening, Hanging or weeping growth habit, Good on seaside","This is a variegated form of the Beaucarnea. The leaf has yellow stripes on the entire surface., It is a sport of the regular Beaucarnea which is a native of Taxas and Mexico.- The lower stem is a swollen reservoir of water and food. In large plants it may be hollow., The upper stem elongates forming a narrow trunk topped with leaves 3/4 inch wide and up to 4 feet long., Spikes of small white flower are produced infrequently., Can grow to a height of 10 meters. However it satys small in pots., Does not flower in hot areas. Requires cold to flower and set seed.","They grow best in full sun with a dry atmosphere., The soil should be a sandy loam with limestone and a balanced fertilizer added at planting., Beaucarnea soldom needs repotting and can stay for years in a small container., In case it is getting too tall - it may be cut back. Plant will sprout.","['Scraped_Images/2955_Beaucarnea recurvata variegata/Beaucarnea recurvata variegata_0.jpg', 'Scraped_Images/2955_Beaucarnea recurvata variegata/Beaucarnea recurvata variegata_1.jpg', 'Scraped_Images/2955_Beaucarnea recurvata variegata/Beaucarnea recurvata variegata_2.jpg', 'Scraped_Images/2955_Beaucarnea recurvata variegata/Beaucarnea recurvata variegata_3.jpg', 'Scraped_Images/2955_Beaucarnea recurvata variegata/Beaucarnea recurvata variegata_4.jpg']"
2956,Crinum japonicum variegatum,Japanese Variegated Crinum,,"Lilies & Bulbous plants, Shrubs, Groundcovers",Amarylidaceae or Agave or Amaryllis family,"Sun growing, Semi shade","Normal, Can tolerate more",Foliage,"March, April, May, June, July","Variegated, Green, White",1 to 2 meters,1 to 2 meters,"Spherical or rounded, Spreading",,"Good for Hedges and Borders, Attracts butterflies, Attracts bees, Animals will not eat, Suitable for road median planting, Good on seaside, Plant name probably not correct","This is a crinum with bold white variegation., Plants are easy to grow as with all crinums., As this variety is not very commonly grown in India we have not come across flowering size plants.","Because of their large size Crinums should be either put in the ground or in large containers. any pot below 30 cms diameter will not do them justice., Good rich soil is recommended as the plants can require lots of food., The long and heavy flowers may require support., They are vigours growers.","['Scraped_Images/2956_Crinum japonicum variegatum/Crinum japonicum variegatum_0.jpg', 'Scraped_Images/2956_Crinum japonicum variegatum/Crinum japonicum variegatum_1.jpg', 'Scraped_Images/2956_Crinum japonicum variegatum/Crinum japonicum variegatum_2.jpg', 'Scraped_Images/2956_Crinum japonicum variegatum/Crinum japonicum variegatum_3.jpg', 'Scraped_Images/2956_Crinum japonicum variegatum/Crinum japonicum variegatum_4.jpg']"
2957,Pleomele reflexa,Pleomele Reflexa,,"Indoor Plants, Shrubs",Liliaceae or Lily family,"Sun growing, Semi shade, Shade growing","Normal, Can tolerate less, Can tolerate more",Foliage,Flowers are inconspicuous,Green,1 to 2 meters,2 to 4 meters,"Spreading, Upright or Erect",,"Auspicious or Feng Shui plant, Good for Cut foliage, Good for screening, Good for Hedges and Borders, Good on seaside","A very pretty dracaena like plant., Leaves are almost without a stalk. Borne very closely together on thin wirey stems., Leaves form a nice spiral on the stem. The many leaves and stems give the plant a full look., Plants can be grown in the ground as well as in pots., Can be grown as individual specimens, groups or made into hedges and screens., A very long lived hardy plant.","Slow growing plant., Hardy and showy plant., Grown in semi shade and bright diffused light., Watering should be done liberally in spring and summer., Potting media should be porous compost rich in organic matter., Removel of shoot tip makes attractive bushy plants.","['Scraped_Images/2957_Pleomele reflexa/Pleomele reflexa_0.jpg', 'Scraped_Images/2957_Pleomele reflexa/Pleomele reflexa_1.jpg', 'Scraped_Images/2957_Pleomele reflexa/Pleomele reflexa_2.jpg', 'Scraped_Images/2957_Pleomele reflexa/Pleomele reflexa_3.jpg', 'Scraped_Images/2957_Pleomele reflexa/Pleomele reflexa_4.jpg']"
2958,Bauhinia purpurea variegata,Variegated Leaf Bauhinia,"Marathi - Deva Kanchan Variegated, Hindi - Khairwal, Bengali - Deva, Kannada - Sarul, Malayalam - Chuvannaman Daram, Sanskrit - Vanaraja, Tamil - Mandari, Telugu - Bodanta","Shrubs, Trees",Leguminosae or Fabaceae or Pea family,Semi shade,"Normal, Can tolerate less, Can tolerate more",Foliage,"January, February, March, November, December","Variegated, Green, White",4 to 6 meters,2 to 4 meters,"Upright or Erect, Weeping",,"Indigenous (native to India), Fragrant flowers or leaves, Auspicious or Feng Shui plant, Rare Plant or difficult to get plant, Plant for puja or prayer flower or leaves, Attracts birds, Attracts butterflies, Attracts bees, Recommended for creating shade, Quick growing trees, Suitable for road median planting, Good on seaside","Tree of moderate size. This variety is best grown as a shrub., Leaves green with variable white variegation, smooth and leathery., Younger leaves have more variegation. So - constant pruneing has to be done to get the white leaves., Flowers are not significant., The leaf shape is of the characteristic camel foot. This is the same throughout the genus., The pods are like freach beans.","Plants are best grown in pots or in beds where they can be seen up close., Require well drained sandy soils., As mentioned above the new leaves have more white. Some amount of pruning is required so that the new leaves keep on coming., Plants get best color when grown in semi shade.","['Scraped_Images/2958_Bauhinia purpurea variegata/Bauhinia purpurea variegata_0.jpg', 'Scraped_Images/2958_Bauhinia purpurea variegata/Bauhinia purpurea variegata_1.jpg', 'Scraped_Images/2958_Bauhinia purpurea variegata/Bauhinia purpurea variegata_2.jpg', 'Scraped_Images/2958_Bauhinia purpurea variegata/Bauhinia purpurea variegata_3.jpg', 'Scraped_Images/2958_Bauhinia purpurea variegata/Bauhinia purpurea variegata_4.jpg']"
2959,"Cocos nucifera var chenangi, Cocos nucifera var gangabandam",Coconut Chennagi,"Marathi - Naral, Maad, Hindi - Nariyal, Bengali - Dab, Gujarati - Naliyer, Kannada - Tenginamara, Malayalam - Teng, Sanskrit - Duraruha, Tamil - Tengay, Telugu - Narikelamu, Urdu - Nariyel","Fruit Plants, Trees",Palmae or Coconut family,"Sun growing, Semi shade",Normal,Fruit or Seed,"Year-around flowering, Flowers in flushes throughout the year, Flowers are inconspicuous",Green,8 to 12 meters,4 to 6 meters,Upright or Erect,,"Auspicious or Feng Shui plant, Evergreen trees, Suitable for road median planting, Suitable for avenue planting, Salt or salinity tolerant, Good on seaside, Grows best in humid and warm regions","This is a dwarf variety with elongated fruit. The nut however is round like the normal coconuts., Plants start bearing at an early stage. They bear fruit after 3 to 5 years depending on care given., Dwarf coconut is a misnomer. These plants start bearing at an early age. However they too get tall with age. Plants get to over 20 meters., The dwarf types have a shorter life span compared to the regular varieties.","It has been a tradition to gift a coconut tree for the house warming ceremony., Two coconut trees will provide enough coconuts for a family of four (and a few guests)., The coconut palm grows about 15 meters wide. The distance between two trees should be a minimum of 25 feet or 8 meters. 10 meters is excellent. Do not crowd the trees. They should be planted a minimum of 2.5 to 3 meters away from a wall., It is not recommended for planting it in very congested places., Does well in a variety of soils - provided there is aqequate irrigation., Planting ? Pits of 1 meter width x 1 meter length x 1 meter deep should be taken. Top soil from these pits should be mixed with 50 kgs farm yard manure / well decomposed cow dung manure, 1 kgs of bone meal, 1 kgs of single super phosphate and 25 gms follidol dust. Mix evenly to ensure proper distribution of the manure, fertilizer and pesticide., There is a wrong belief that coconut palms require salt. I have seen people put salt for coconut trees. This is not required., There are many pests and diseases that affect the coconut tree. At the home level it is generally not sprayed., Manuring and fertilizers are important as they ensure adequate supply of nuts. It is important to understand that the time for fertilizer to translate into nuts is long. Do not expect results over night. If a neglected non fruiting tree is given the required nutrients the coconuts will only be ready after 18 to 24 months!, The following manure and fertilizer can be given to the coconut palm. Divide the dose into three equal parts one in June, September and the last in February, YEAR Manure N P K, 1 50 kgs 500 gm 600 gm 320gm, 2 75 kgs 1000 gm 1200 gm 640 gm, 3 100 kgs 1500 gm 1800 gm 960 gm, 4 100 kgs 2000 gm 2400 gm 1280 gm, 5 100 kgs 2225 gm 3000 gm 1600 gm","['Scraped_Images/2959_Cocos nucifera var chenangi, Cocos nucifera var gangabandam/Cocos nucifera var chenangi, Cocos nucifera var gangabandam_0.jpg', 'Scraped_Images/2959_Cocos nucifera var chenangi, Cocos nucifera var gangabandam/Cocos nucifera var chenangi, Cocos nucifera var gangabandam_1.jpg', 'Scraped_Images/2959_Cocos nucifera var chenangi, Cocos nucifera var gangabandam/Cocos nucifera var chenangi, Cocos nucifera var gangabandam_2.jpg']"
2960,Nelumbo alba plena,Nelumbo White Double,"Marathi - Kamal, Bengali - Kombol, Gujarati - Suriyakamal, Kannada - Kamala, Malayalam - Tamara, Punjabi - Pamposh, Sanskrit - Abja, Tamil - Ambal, Telugu - Kalung, Urdu - Nilufer","Water & Aquatic Plants, Vegetable, Medicinal Plants",Nymphaeaceae or Lotus family,Sun growing,Requires more,Flowers,"March, April, May, June, July, August, September, October",Green,50 cms to 100 cms,2 to 4 meters,Spreading,,"Indigenous (native to India), Auspicious or Feng Shui plant, Good for Cut flowers, Good for Cut foliage, Plant for puja or prayer flower or leaves, Attracts bees, Grows best in humid and warm regions, Must have for Farm house or big gardens","The most important flower for Hindus. The national flower of India., Also very scared to the Buddists., This variety has large double white flowers., Plants have a horizontal growing rhizome. That grows either in the soil or above the soil in the water., The leaves float on the water surface., They may also arise above the surface., Plants require space to grow.","Lotuses and water lilies can be grown in large tubs or pools., It is always preferable to plant these in large pots and then put these pots into the larger water tub or pool. This is because it is easier to give fertilizer in the small pot. It is also easier to remove these small pots and clean the pool or tub., It is always better to buy or get new plants already planted in these inner pots. Getting plants dug out from the clay damages a lot of roots., For planting use only clay. Do not use any manure., A minimum pot size of 25 cms should be used. Bigger the better., There should be a minimum of 25 cms of water depth above the pot level., The water depth above the pot can be as much as 100 cms., Never apply any fertilizers directly to the water. High nitrogen in the water will cause excessive algae to grow and make the water dirty., Specially made tablets should be used. These should be pressed deep into the clayey soil. This enables the roots to take up the nutrition directly., Clean the water once every 2 to 3 months., It is a very good idea to add guppy fish to the water. These eat all the mosquito larve and keep the water clean., Two or more different varieties are not usually put in the same pool. They have different growth vigor and usually the weaker ones get somthered out. Planting far apart in large pools is fine., In extreme cold the plants may go into dormancy. Keep them as they are and they will sprout back in spring or summer.","['Scraped_Images/2960_Nelumbo alba plena/Nelumbo alba plena_0.jpg', 'Scraped_Images/2960_Nelumbo alba plena/Nelumbo alba plena_1.jpg', 'Scraped_Images/2960_Nelumbo alba plena/Nelumbo alba plena_2.jpg', 'Scraped_Images/2960_Nelumbo alba plena/Nelumbo alba plena_3.jpg', 'Scraped_Images/2960_Nelumbo alba plena/Nelumbo alba plena_4.jpg']"
2961,Schefflera venulosa variegata,Schefflera Big Variegated,,"Shrubs, Indoor Plants",Araliaceae or Arelia family,"Sun growing, Semi shade, Shade growing","Normal, Can tolerate more",Foliage,Flowers are inconspicuous,"Variegated, Green, Cream or off white",2 to 4 meters,2 to 4 meters,Spreading,,"Good for screening, Good for Hedges and Borders, Suitable for road median planting","This is a medium leaf schefflera. By medium we mean that its leaves are larger than the schfflera arboricola and smaller than the Brassia actinophylla., n- Leaves have variable variegation. There is more green than color in the variegation., Its growth is similar to the arboricola., Plants can be variously grown. As indoor plants, as plants in shade or as plants in full sunlight., Grows over 4 to 5 meters tall. Rather hapazard growing. Needs trimming to keep in shape.","This is a versatile indoor as well as an outdoor plant., Requires minimum care., Good well drained soils are fine., Will grow in full sunlight in high humidity and areas with mild summers. Will grow in shade everywhere., Is a tropical plant that likes warm temperatures.","['Scraped_Images/2961_Schefflera venulosa variegata/Schefflera venulosa variegata_0.jpg', 'Scraped_Images/2961_Schefflera venulosa variegata/Schefflera venulosa variegata_1.jpg', 'Scraped_Images/2961_Schefflera venulosa variegata/Schefflera venulosa variegata_2.jpg', 'Scraped_Images/2961_Schefflera venulosa variegata/Schefflera venulosa variegata_3.jpg', 'Scraped_Images/2961_Schefflera venulosa variegata/Schefflera venulosa variegata_4.jpg']"
2962,Zamia species,Zamia Narrow Leaf,,"Palms and Cycads, Indoor Plants",Cycadaceae Cycad family,"Sun growing, Semi shade",Normal,Foliage,Flowers are inconspicuous,Green,50 cms to 100 cms,50 cms to 100 cms,Spreading,,"Good for screening, Plant name probably not correct","We do not know the name of this plant., Plants have very narrow uprightly held leaves., Plants form a dense crown and fill up the pot they are growing in completely.","Is often used as a shade palnt., Ideal for planting as specimen plants in the landscape, in lawns or near swimming pools (considering that they have minimum litter)., It can be grow in full sun or partial shade., Grow best in the tropics and subtropics., Plant in well drained fertile soils.","['Scraped_Images/2962_Zamia species/Zamia species_0.jpg', 'Scraped_Images/2962_Zamia species/Zamia species_1.jpg', 'Scraped_Images/2962_Zamia species/Zamia species_2.jpg', 'Scraped_Images/2962_Zamia species/Zamia species_3.jpg', 'Scraped_Images/2962_Zamia species/Zamia species_4.jpg']"
2963,Hesperaloe parviflora,"Red Hesperaloe, Red Yucca",,Cacti & Succulents,Amarylidaceae or Agave or Amaryllis family,"Sun growing, Semi shade","Normal, Can tolerate less","Flowers, Foliage","February, March",Blue Grey or Silver,50 cms to 100 cms,50 cms to 100 cms,Upright or Erect,,"Rare Plant or difficult to get plant, Thorny or Spiny, Salt or salinity tolerant","Native to Texas, northern Mexico, Pink to rose red, 1-1/4-in.-long, nodding, bell-shaped flowers in slim, 3-4 ft.-high clusters bloom in early summer, Good large container plants with loose, relaxed look.; effective combined with other desert plants. Accent plant, makes strong statement when blooming. Makes dense, yucca-like clump of very narrow, sword-like leaves.",All soil types,"['Scraped_Images/2963_Hesperaloe parviflora/Hesperaloe parviflora_0.jpg', 'Scraped_Images/2963_Hesperaloe parviflora/Hesperaloe parviflora_1.jpg', 'Scraped_Images/2963_Hesperaloe parviflora/Hesperaloe parviflora_2.jpg', 'Scraped_Images/2963_Hesperaloe parviflora/Hesperaloe parviflora_3.jpg', 'Scraped_Images/2963_Hesperaloe parviflora/Hesperaloe parviflora_4.jpg']"
2964,Acalypha wilkesiana hoffmannii,Acalypha Green Twisted Variegated,,Shrubs,Euphorbiaceae or Poinsettia family,"Sun growing, Semi shade","Normal, Can tolerate less",Foliage,Flowers are inconspicuous,"Green, White, Cream or off white",2 to 4 meters,2 to 4 meters,Upright or Erect,,"Good for screening, Good for Hedges and Borders, Good for Edges ie very small hedge or border, Suitable for road median planting, Hanging or weeping growth habit, Good on seaside",A colourful foliage shrub. An ideal companion to Acalypha wilkesiana ceylon whose leaves are exactly similar in spahe and size. They are different only in color. The leaves of A. w. tahiti are twisted green with yellow and white variegation.,"Plants grow into a rounded, shapely bush in most soils. They grow best in full sun. They are duller in shade. Can be grown in pots for decoration. Suitable for large hedges up to 2 to 2.5 meters.","['Scraped_Images/2964_Acalypha wilkesiana hoffmannii/Acalypha wilkesiana hoffmannii_0.jpg', 'Scraped_Images/2964_Acalypha wilkesiana hoffmannii/Acalypha wilkesiana hoffmannii_1.jpg', 'Scraped_Images/2964_Acalypha wilkesiana hoffmannii/Acalypha wilkesiana hoffmannii_2.jpg', 'Scraped_Images/2964_Acalypha wilkesiana hoffmannii/Acalypha wilkesiana hoffmannii_3.jpg', 'Scraped_Images/2964_Acalypha wilkesiana hoffmannii/Acalypha wilkesiana hoffmannii_4.jpg']"
