Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use,Kingdom,Family,Group,Common_Name,Synonymous_names,System_of_medicine
3753,Datura suaveolens,Brugmansia suaveolens,"[['flower', 'Asthma'], ['None', 'Hypertension'], ['None', 'Spasm'], ['leaf', 'Asthma'], ['root', 'Bites and stings']]",Plantae,Solanaceae,Angiosperms,Angel's Trumpet,"Datura suaveolens, Brugmansia suaveolens",Homeopathy
3754,Daucus carota,Daucus carota,"[['seed', 'Uterine diseases'], ['None', 'Anti-arrhythmia agents'], ['None', 'Dengue virus'], ['None', 'Edema'], ['None', 'Insecticides'], ['None', 'Kidney diseases'], ['None', 'Uterine diseases'], ['seed', 'Uterine contraction'], ['None', 'Diet, food, and nutrition'], ['root', 'Diet, food, and nutrition'], ['fruit', 'Anuria'], ['root', 'Urinary bladder calculi'], ['root', 'Ulcer'], ['root', 'Stomach neoplasms'], ['root', 'General tonic for rejuvenation'], ['root', 'Night blindness'], ['root', 'Neoplasms'], ['root', 'Myopia'], ['root', 'Liver diseases'], ['root', 'Leprosy'], ['root', 'Urination disorders'], ['root', 'Kidney calculi'], ['root', 'Inflammation'], ['root', 'Infection'], ['root', 'Hypotension'], ['root', 'Hemorrhoids'], ['root', 'Hemorrhage'], ['root', 'Hemoptysis'], ['root', 'Hematologic diseases'], ['root', 'Heartburn'], ['root', 'Heart diseases'], ['root', 'Jaundice'], ['root', 'Gout'], ['root', 'Vomiting'], ['root', 'Wounds and injuries'], ['seed', 'Parasympatholytics'], ['seed', 'Nervous system diseases'], ['seed', 'Kidney diseases'], ['seed', 'Hypotension'], ['seed', 'Hemagglutination'], ['seed', 'Flatulence'], ['seed', 'Edema'], ['seed', 'Diuretics'], ['seed', 'Diarrhea'], ['root', 'Wound healing'], ['seed', 'Contraceptive agents'], ['seed', 'Ascites'], ['seed', 'Aphrodisiacs'], ['seed', 'Antineoplastic agents'], ['seed', 'Anti-infective agents, local'], ['seed', 'Anti-infective agents'], ['seed', 'Anthelmintics'], ['seed', 'Abortifacient agents'], ['root', 'Deobstruent'], ['root', 'Cooling effect on body'], ['seed', 'Cardiotonic agents'], ['fruit', 'Amenorrhea'], ['root', 'Gastrointestinal diseases'], ['root', 'Eye diseases'], ['leaf', 'Pain'], ['leaf', 'Contraceptive agents'], ['leaf', 'Antiviral agents'], ['leaf', 'Anti-infective agents'], ['leaf', 'Anthelmintics'], ['leaf', 'Abortifacient agents'], ['fruit', 'Sexual debility'], ['fruit', 'Urination disorders'], ['fruit', 'Urinary bladder calculi'], ['root', 'Anorexia'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Menstruation-inducing agents'], ['fruit', 'Kidney calculi'], ['fruit', 'Hypnotics and sedatives'], ['fruit', 'Flatulence'], ['fruit', 'Diuretics'], ['fruit', 'Diarrhea'], ['fruit', 'Chest pain'], ['fruit', 'Back pain'], ['fruit', 'Aphrodisiacs'], ['fruit', 'Nervous system diseases'], ['root', 'Flatulence'], ['root', 'Anthelmintics'], ['root', 'Antiparasitic agents'], ['root', 'Expectorants'], ['root', 'Edema'], ['root', 'Dyspepsia'], ['root', 'Diuretics'], ['root', 'Diarrhea'], ['root', 'Diabetes mellitus'], ['root', 'Dermatitis'], ['root', 'Cystitis'], ['root', 'Cough'], ['root', 'Anti-infective agents, local'], ['root', 'Coronary disease'], ['root', 'Common cold'], ['root', 'Colic'], ['root', 'Chest pain'], ['root', 'Cardiotonic agents'], ['root', 'Burns'], ['root', 'Bronchitis'], ['root', 'Asthma'], ['root', 'Appetite stimulants'], ['root', 'Aphrodisiacs'], ['root', 'Coronary circulation'], ['seed', 'General tonic for rejuvenation'], ['seed', 'Urinary bladder calculi']]",Plantae,Apiaceae,Angiosperms,Carrot,"Daucus carota, Daucus cartoa, Daucs carota","Ayurveda, Siddha, Unani"
3760,Decalepis arayalpathra,Decalepis arayalpathra,"[['root', 'Peptic ulcer'], ['root', 'General tonic for rejuvenation'], ['root', 'Immunomodulation'], ['root', 'Antineoplastic agents']]",Plantae,Apocynaceae,Angiosperms,Amruthapala,"Janakia arayalpathra, Decalepis arayalpathra",
3761,Decalepis hamiltonii,Decalepis hamiltonii,"[['root', 'Insecticides'], ['root', 'Immunosuppressive agents'], ['root', 'Hematologic diseases'], ['root', 'Diabetes mellitus'], ['root', 'Appetite stimulants'], ['root', 'Anti-infective agents'], ['root', 'Cooling effect on body'], ['root', 'Laxatives']]",Plantae,Apocynaceae,Angiosperms,Swallow-Root,"Decalepis hamiltonii, Decalepis hamiltoni, Decalepsis hamiltonii","Ayurveda, Siddha, Unani"
3763,Decaschistia crotonifolia,Decaschistia crotonifolia,"[['None', 'Diuretics'], ['None', 'Hypoglycemic agents']]",Plantae,Malvaceae,Angiosperms,Croton Leaf Mysore Mallow,Decaschistia crotonifolia,
3768,Dehaasia kurzii,Dehaasia kurzii,"[['bark', 'Anti-bacterial agents']]",Plantae,Lauraceae,Angiosperms,,Dehaasia kurzii,
3770,Delonix elata,Delonix elata,"[['None', 'Spasm'], ['bark', 'Antipyretics'], ['bark', 'Antiviral agents'], ['stem', 'Laxatives'], ['bark', 'Antiperiodic'], ['flower', 'Anti-inflammatory agents'], ['leaf', 'Abdominal pain'], ['leaf', 'Hair loss'], ['leaf', 'Analgesics'], ['leaf', 'Anti-infective agents'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Flatulence'], ['leaf', 'Jaundice'], ['leaf', 'Pain'], ['leaf', 'Scorpion stings'], ['leaf', 'Sprains and strains'], ['leaf', 'Ulcer'], ['leaf', 'Wounds and injuries'], ['None', 'Antifungal agents'], ['bark', 'Fever']]",Plantae,Leguminosae,Angiosperms,White Gulmohar,"Poinciana elata, Delonix elata","Ayurveda, Siddha"
3771,Delonix regia,Delonix regia,"[['flower', 'Malaria'], ['flower', 'Spasm'], ['flower', 'Antiperiodic'], ['leaf', 'Abdominal pain'], ['leaf', 'Antifungal agents'], ['leaf', 'Antiviral agents'], ['leaf', 'Antipyretics'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Insecticides'], ['leaf', 'Migraine disorders'], ['flower', 'Dysmenorrhea'], ['leaf', 'Antiparasitic agents'], ['flower', 'Bronchitis'], ['bark', 'Central nervous system depressants'], ['flower', 'Antirheumatic agents'], ['flower', 'Antipyretics'], ['flower', 'Antiparasitic agents'], ['flower', 'Anthelmintics'], ['bark', 'Antiperiodic'], ['bark', 'Spasm'], ['bark', 'Emetics'], ['bark', 'Antiviral agents'], ['bark', 'Antirheumatic agents'], ['bark', 'Antipyretics'], ['bark', 'Anti-inflammatory agents'], ['leaf', 'Scorpion stings'], ['flower', 'Asthma'], ['leaf', 'Spasm'], ['bark', 'Antiparasitic agents'], ['root', 'Stomach neoplasms'], ['None', 'Antirheumatic agents'], ['stem', 'Antiperiodic'], ['leaf', 'Antiperiodic'], ['stem', 'Spasm'], ['stem', 'Antipyretics'], ['stem', 'Anti-inflammatory agents'], ['seed', 'Gastritis'], ['stem', 'Antiparasitic agents'], ['stem', 'Antirheumatic agents']]",Plantae,Leguminosae,Angiosperms,Gulmohar,"Poinciana regia, Delonix regia","Ayurveda, Siddha"
3772,Delphinium ajacis,Consolida ajacis,"[['leaf', 'Antifungal agents'], ['leaf', 'Toothache'], ['leaf', 'Hemorrhoids'], ['seed', 'Asthenia'], ['seed', 'Anthelmintics'], ['seed', 'Cathartics'], ['seed', 'Emetics'], ['seed', 'Insecticides'], ['seed', 'Lice infestations']]",Plantae,Ranunculaceae,Angiosperms,Larkspur,"Consolida ambigua, Delphinium ajacis, Consolida ajacis, Consolida ambiqua",
3774,Delphinium brunonianum,Delphinium brunonianum,"[['None', 'Anti-arrhythmia agents'], ['flower', 'Goiter'], ['None', 'Kidney diseases'], ['root', 'Kidney diseases'], ['None', 'Central nervous system depressants'], ['None', 'Anti-infective agents'], ['None', 'Wounds and injuries'], ['root', 'Abdominal pain'], ['leaf', 'Tick infestations'], ['flower', 'Pharyngitis'], ['None', 'Angina pectoris']]",Plantae,Ranunculaceae,Angiosperms,Musk Larkspur,Delphinium brunonianum,Ayurveda
3775,Delphinium caeruleum,Delphinium caeruleum,"[['root', 'Wounds and injuries']]",Plantae,Ranunculaceae,Angiosperms,,Delphinium caeruleum,
3776,Delphinium cashmerianum,Delphinium cashmerianum,"[['None', 'Arrhythmogenic right ventricular dysplasia']]",Plantae,Ranunculaceae,Angiosperms,Kashmir Larkspur,"Delphinium cashmerianum, Delphinium cashmirianum",Ayurveda
3779,Delphinium denudatum,Delphinium denudatum,"[['root', 'Anticonvulsants'], ['root', 'Anticoagulants'], ['root', 'Antidotes'], ['root', 'Anti-inflammatory agents'], ['root', 'Antiparasitic agents'], ['root', 'Antipyretics'], ['root', 'Antirheumatic agents'], ['root', 'Cholera'], ['root', 'Astringents'], ['root', 'Brain diseases'], ['root', 'Cardiotonic agents'], ['root', 'Central nervous system depressants'], ['root', 'Colic'], ['root', 'Common cold'], ['root', 'Analgesics'], ['root', 'Appetite stimulants'], ['root', 'Abdominal pain'], ['root', 'Hypertension'], ['leaf', 'Snake bites'], ['root', 'Furunculosis'], ['root', 'Heart diseases'], ['root', 'Hematologic diseases'], ['root', 'Hepatitis'], ['root', 'Hookworm infections'], ['root', 'Cough'], ['root', 'Hypnotics and sedatives'], ['root', 'Sinusitis'], ['root', 'Hypoglycemic agents'], ['root', 'Nervous system diseases'], ['root', 'Paralysis'], ['root', 'Peripheral nervous system diseases'], ['root', 'General tonic for rejuvenation'], ['root', 'Scorpion stings'], ['root', 'Epilepsy'], ['root', 'Diuretics'], ['root', 'Jaundice'], ['root', 'Syphilis'], ['None', 'Anti-poisoning'], ['None', 'Flatulence'], ['root', 'Ulcer'], ['root', 'Deobstruent'], ['None', 'Amenorrhea'], ['None', 'Anthelmintics'], ['None', 'Anticonvulsants'], ['None', 'Anti-inflammatory agents'], ['None', 'Anti-obesity agents'], ['None', 'Antipyretics'], ['None', 'Aphrodisiacs'], ['None', 'Asthma'], ['None', 'Brain diseases'], ['None', 'Calculi'], ['None', 'Cardiotonic agents'], ['None', 'Common cold'], ['None', 'Cough'], ['None', 'Diuretics'], ['None', 'Dysmenorrhea'], ['None', 'Dyspepsia'], ['root', 'Stomach diseases'], ['root', 'Toothache'], ['None', 'Heart diseases'], ['None', 'Hemorrhage'], ['None', 'Infection'], ['None', 'Inflammation'], ['None', 'Counterirritant'], ['None', 'Jaundice'], ['None', 'Leprosy'], ['None', 'Liver diseases'], ['None', 'Menstruation-inducing agents'], ['None', 'Mental disorders'], ['root', 'Fever'], ['None', 'General tonic for rejuvenation'], ['None', 'Skin diseases'], ['None', 'Toothache'], ['None', 'Ulcer'], ['None', 'Urinary bladder calculi'], ['None', 'Urination disorders'], ['None', 'Wound healing'], ['None', 'Fever'], ['root', 'Facial paralysis'], ['root', 'Dyspepsia'], ['root', 'Erectile dysfunction']]",Plantae,Ranunculaceae,Angiosperms,Jadwar,"Delphinium denudatum, Delphinium dendudatum","Ayurveda, Unani"
3780,Delphinium elatum,Delphinium elatum,"[['flower', 'Astringents'], ['seed', 'Exanthema'], ['seed', 'Insecticides'], ['flower', 'Eye diseases'], ['None', 'Anthelmintics'], ['None', 'Emetics'], ['None', 'Laxatives'], ['seed', 'Pruritus'], ['None', 'Diuretics']]",Plantae,Ranunculaceae,Angiosperms,,"Delphinium speciosum, Delphinium elatum",
3788,Delphinium vestitum,Delphinium vestitum,"[['leaf', 'Wounds and injuries'], ['root', 'Neoplasms'], ['root', 'Snake bites'], ['root', 'Diarrhea'], ['root', 'Insecticides'], ['None', 'Wounds and injuries'], ['None', 'Dysentery'], ['None', 'Fever'], ['None', 'Central nervous system depressants'], ['None', 'Anti-arrhythmia agents'], ['whole plant', 'Skin diseases'], ['whole plant', 'Diuretics'], ['root', 'Dysentery'], ['None', 'Ulcer'], ['root', 'Wounds and injuries'], ['whole plant', 'Anti-arrhythmia agents'], ['leaf', 'Insecticides'], ['leaf', 'Snake bites'], ['None', 'Antiparasitic agents'], ['whole plant', 'Central nervous system depressants'], ['None', 'Diarrhea']]",Plantae,Ranunculaceae,Angiosperms,Hairy Delphinium,"Delphinium vestitium, Delphinium vestitum",Ayurveda
3790,Dendrobium amoenum,Dendrobium amoenum,"[['None', 'Fractures, bone']]",Plantae,Orchidaceae,Angiosperms,Lovely Dendrobium,Dendrobium amoenum,
3792,Dendrobium aphyllum,Dendrobium aphyllum,"[['flower', 'Headache'], ['flower', 'Dizziness']]",Plantae,Orchidaceae,Angiosperms,Leafless Dendrobium,"Dendrobium pierardii, Dendrobium aphyllum",
3796,Dendrobium calceolaria,Dendrobium moschatum,"[['leaf', 'Otorrhea'], ['leaf', 'Earache']]",Plantae,Orchidaceae,Angiosperms,Musk Dendrobium,"Dendrobium calceolaria, Dendrobium moschatum",
3799,Dendrobium chrysanthum,Dendrobium chrysanthum,"[['stem', 'Gastrointestinal diseases'], ['stem', 'Thirst'], ['stem', 'Vision disorders']]",Plantae,Orchidaceae,Angiosperms,Golden Flowered Dendrobium,Dendrobium chrysanthum,
3802,Dendrobium densiflorum,Dendrobium densiflorum,"[['leaf', 'Fractures, bone']]",Plantae,Orchidaceae,Angiosperms,Pineapple Orchid,Dendrobium densiflorum,
3808,Dendrobium fimbriatum,Dendrobium fimbriatum,"[['None', 'Appetite stimulants'], ['None', 'Fatigue'], ['None', 'Mental disorders']]",Plantae,Orchidaceae,Angiosperms,Fringe Lipped Dendrobium,"Dendrobium fimbriatum, Dendrobium normale",
3821,Dendrobium moschatum,Dendrobium moschatum,"[['leaf', 'Otorrhea'], ['leaf', 'Earache']]",Plantae,Orchidaceae,Angiosperms,Musk Dendrobium,"Dendrobium calceolaria, Dendrobium moschatum",
3823,Dendrobium nobile,Dendrobium nobile,"[['seed', 'Anti-bacterial agents']]",Plantae,Orchidaceae,Angiosperms,Noble Dendrobium,Dendrobium nobile,
3829,Dendrobium primulinum,Dendrobium polyanthum,"[['None', 'Appetite stimulants'], ['None', 'Fatigue']]",Plantae,Orchidaceae,Angiosperms,Primrose Dendrobium,"Dendrobium primulinum, Dendrobium polyanthum",
3839,Dendrocalamus strictus,Dendrocalamus strictus,"[['stem', 'Eye drops'], ['None', 'Astringents'], ['stem', 'Insecticides'], ['leaf', 'Chest pain'], ['seed', 'Hemagglutination'], ['leaf', 'Hypoglycemic agents'], ['leaf', 'Uterine contraction'], ['None', 'General tonic for rejuvenation']]",Plantae,Poaceae,Angiosperms,Calcutta Bamboo,Dendrocalamus strictus,"Ayurveda, Siddha"
3841,Dendrophthoe falcata,Dendrophthoe falcata,"[['stem', 'Menstruation disturbances'], ['stem', 'Infertility'], ['stem', 'Hemorrhage'], ['stem', 'Fever'], ['stem', 'Erectile dysfunction'], ['stem', 'Brain diseases'], ['stem', 'Ulcer'], ['root', 'Ulcer'], ['root', 'Leukorrhea'], ['root', 'Infertility'], ['root', 'Hemorrhage'], ['root', 'Fever'], ['root', 'Urination disorders'], ['stem', 'Urination disorders'], ['None', 'Tuberculosis'], ['None', 'Antidiuretic agents'], ['fruit', 'Calculi'], ['fruit', 'Fertility agents'], ['fruit', 'Fever'], ['fruit', 'Filariasis'], ['fruit', 'Gout'], ['fruit', 'Hemorrhage'], ['flower', 'Urination disorders'], ['fruit', 'Infertility'], ['fruit', 'Urination disorders'], ['leaf', 'Ear diseases'], ['leaf', 'Disorder of ejaculation'], ['leaf', 'Fever'], ['leaf', 'Heart diseases'], ['leaf', 'Hemorrhage'], ['fruit', 'Ulcer'], ['flower', 'Ulcer'], ['flower', 'Kidney calculi'], ['aerial part', 'Antiviral agents'], ['aerial part', 'Diuretics'], ['aerial part', 'Lithiasis'], ['bark', 'Asthma'], ['bark', 'Astringents'], ['bark', 'Menstruation disturbances'], ['flower', 'Menstrual cycle'], ['bark', 'Mental disorders'], ['bark', 'Wounds and injuries'], ['flower', 'Calculi'], ['flower', 'Fertility agents'], ['flower', 'Fever'], ['flower', 'Hemorrhage'], ['flower', 'Infertility'], ['bark', 'Narcotics'], ['None', 'Abortifacient agents'], ['leaf', 'Hypotension'], ['leaf', 'Lactation disorders'], ['None', 'Hypotension'], ['None', 'Hematuria'], ['None', 'Hematemesis'], ['None', 'Erectile dysfunction'], ['None', 'Edema'], ['None', 'Diuretics'], ['None', 'Hypothermia'], ['None', 'Contraceptive agents'], ['None', 'Brain diseases'], ['None', 'Astringents'], ['None', 'Asthma'], ['None', 'Aphrodisiacs'], ['None', 'Antiviral agents'], ['None', 'Antidotes'], ['None', 'Constipation'], ['leaf', 'Infertility'], ['None', 'Lithiasis'], ['None', 'Mental disorders'], ['leaf', 'Leukorrhea'], ['leaf', 'Skin ulcer'], ['leaf', 'Ulcer'], ['leaf', 'Urination disorders'], ['leaf', 'Vasoconstrictor agents'], ['None', 'Wounds and injuries'], ['None', 'Menstruation disturbances'], ['None', 'Urinary calculi'], ['None', 'Ulcer'], ['None', 'Tuberculosis, pulmonary'], ['None', 'Sterilization, reproductive'], ['None', 'Paralysis'], ['None', 'Nootropic agents'], ['None', 'Narcotics'], ['None', 'Urinary bladder calculi'], ['None', 'Urination disorders'], ['leaf', 'Wounds and injuries'], ['root', 'Anti-bacterial agents']]",Plantae,Loranthaceae,Angiosperms,Honey Suckle Mistletoe,"Dendrophthoe falcata, Dendrophithoe falcata, Dendropthoe falcata","Ayurveda, Siddha"
3852,Derris benthamii,Derris benthamii,"[['fruit', 'Dizziness'], ['leaf', 'Dizziness']]",Plantae,Leguminosae,Angiosperms,,Derris benthamii,
3854,Derris brevipes,Derris brevipes,"[['root', 'Contraceptive agents'], ['seed', 'Antifungal agents']]",Plantae,Leguminosae,Angiosperms,,Derris brevipes,
3859,Derris elliptica,Derris elliptica,"[['root', 'Melanoma'], ['root', 'Lung neoplasms'], ['root', 'Mosquito control'], ['root', 'Leukemia, lymphoid'], ['root', 'Insecticides'], ['root', 'Fishes, poisonous'], ['root', 'Fibrosarcoma'], ['root', 'Colonic neoplasms'], ['root', 'Breast neoplasms'], ['leaf', 'Anti-infective agents'], ['root', 'Nasopharyngeal neoplasms'], ['root', 'Antineoplastic agents']]",Plantae,Leguminosae,Angiosperms,,Derris elliptica,
3863,Derris scandens,Derris scandens,"[['bulb', 'Chest pain'], ['aerial part', 'Spasm'], ['None', 'Fishes, poisonous'], ['None', 'Anti-bacterial agents'], ['root', 'Snake bites'], ['root', 'Galactogogues'], ['bark', 'Snake bites'], ['bark', 'Cholagogues and choleretics'], ['aerial part', 'Anti-bacterial agents'], ['bark', 'Fishes, poisonous']]",Plantae,Leguminosae,Angiosperms,Jewel Vine,"Derris scandens, Derris scandes",Siddha
3866,Derris trifoliata,Derris trifoliata,"[['None', 'Dysmenorrhea'], ['bark', 'Dysmenorrhea'], ['bark', 'Antirheumatic agents'], ['bark', 'Insect repellents'], ['bark', 'Fishes, poisonous'], ['bark', 'Anthelmintics'], ['root', 'Abdominal pain'], ['bark', 'General tonic for rejuvenation'], ['root', 'Insecticides'], ['bark', 'Snake bites'], ['None', 'Antirheumatic agents'], ['None', 'Parasympatholytics'], ['None', 'Counterirritant'], ['None', 'General tonic for rejuvenation'], ['None', 'Anti-infective agents, local'], ['stem', 'Diabetes mellitus'], ['whole plant', 'Sprains and strains'], ['root', 'General tonic for rejuvenation'], ['root', 'Neoplasms'], ['leaf', 'Dysentery'], ['root', 'Galactogogues'], ['leaf', 'Dyspepsia']]",Plantae,Leguminosae,Angiosperms,Common Derris,"Derris uliginosa, Derris trifoliata, Derris trifolita",
3868,Descurainia sophia,Descurainia sophia,"[['seed', 'Calculi'], ['flower', 'Astringents'], ['seed', 'Bronchitis'], ['flower', 'Scurvy'], ['leaf', 'Astringents'], ['leaf', 'Scurvy'], ['leaf', 'Ulcer'], ['seed', 'Anthelmintics'], ['None', 'Hypoglycemic agents'], ['seed', 'Diuretics'], ['seed', 'Dysentery'], ['seed', 'Expectorants'], ['seed', 'Fever'], ['seed', 'General tonic for rejuvenation'], ['None', 'Bronchitis'], ['seed', 'Cardiotonic agents']]",Plantae,Brassicaceae,Angiosperms,Herb Sophia,"Sisymbrium sophia, Descurainia sophia",
3876,Desmodium caudatum,Ohwia caudata,"[['None', 'Diuretics'], ['stem', 'Sarcoma'], ['stem', 'Hemostatics'], ['leaf', 'Hemostatics'], ['stem', 'Abdominal pain'], ['leaf', 'Sarcoma'], ['leaf', 'Abdominal pain'], ['root', 'Eye diseases']]",Plantae,Leguminosae,Angiosperms,,"Desmodium caudatum, Ohwia caudata, Catenaria caudata",
3880,Desmodium elegans,Desmodium elegans,"[['root', 'Liver diseases'], ['root', 'Flatulence'], ['root', 'Diuretics'], ['root', 'General tonic for rejuvenation'], ['None', 'Spasm']]",Plantae,Leguminosae,Angiosperms,,"Desmodium tiliaefolium, Desmodium elegans",
3883,Desmodium gangeticum,Desmodium gangeticum,"[['None', 'General tonic for rejuvenation'], ['whole plant', 'Antipyretics'], ['whole plant', 'Anthelmintics'], ['stem', 'Trypanosomiasis'], ['stem', 'Malaria'], ['stem', 'Lung diseases'], ['stem', 'Leishmaniasis'], ['seed', 'Trypanosomiasis'], ['None', 'Antipyretics'], ['whole plant', 'Digestive system diseases'], ['None', 'Aphrodisiacs'], ['seed', 'Malaria'], ['None', 'Asthma'], ['None', 'Vomiting'], ['None', 'Vision disorders'], ['None', 'Tuberculosis'], ['None', 'Fever'], ['None', 'Gout'], ['None', 'Asthenia'], ['None', 'Heart diseases'], ['whole plant', 'Appetite stimulants'], ['None', 'Helminthiasis'], ['None', 'Hemorrhage'], ['None', 'Rheumatic diseases'], ['None', 'Inflammation'], ['None', 'Malaria'], ['None', 'Nervous system diseases'], ['None', 'Periodontitis'], ['None', 'Urination disorders'], ['whole plant', 'Asthma'], ['whole plant', 'Inflammation'], ['whole plant', 'Cough'], ['leaf', 'Asthma'], ['leaf', 'Aphrodisiacs'], ['leaf', 'Anthelmintics'], ['fruit', 'Trypanosomiasis'], ['fruit', 'Stomach diseases'], ['fruit', 'Malaria'], ['fruit', 'Leishmaniasis'], ['bark', 'Trypanosomiasis'], ['bark', 'Malaria'], ['bark', 'Leishmaniasis'], ['aerial part', 'Anti-inflammatory agents'], ['leaf', 'Fever'], ['None', 'Antioxidants'], ['whole plant', 'Cachexia'], ['None', 'Anti-inflammatory agents'], ['None', 'Analgesics'], ['whole plant', 'Wounds and injuries'], ['whole plant', 'Vomiting'], ['whole plant', 'Ulcer'], ['whole plant', 'Stress, psychological'], ['whole plant', 'Anti-poisoning'], ['whole plant', 'Metabolism'], ['whole plant', 'Leishmaniasis'], ['None', 'Expectorants'], ['whole plant', 'Infertility, male'], ['whole plant', 'Hemorrhoids'], ['whole plant', 'Dysuria'], ['whole plant', 'Diarrhea'], ['None', 'Anorexia'], ['leaf', 'Diuretics'], ['None', 'Dyspepsia'], ['None', 'Diuretics'], ['root', 'General tonic for rejuvenation'], ['root', 'Scorpion stings'], ['root', 'Snake bites'], ['root', 'Sprains and strains'], ['root', 'Sterilization, reproductive'], ['root', 'Tuberculosis'], ['root', 'Typhoid fever'], ['root', 'Vomiting'], ['root', 'Astringents'], ['root', 'Brain diseases'], ['seed', 'Hemagglutination'], ['root', 'Asthma'], ['root', 'Appetite stimulants'], ['root', 'Pregnancy complications'], ['root', 'Paralysis'], ['root', 'Migraine disorders'], ['root', 'Hypertension'], ['root', 'Diuretics'], ['root', 'Headache'], ['root', 'Fever'], ['root', 'Endophthalmitis'], ['root', 'Edema'], ['root', 'Dysentery'], ['root', 'Hemorrhage'], ['root', 'Diarrhea'], ['root', 'Cough'], ['root', 'Common cold'], ['root', 'Cardiovascular diseases'], ['root', 'Chest pain'], ['root', 'Contraceptive agents'], ['root', 'Unconsciousness'], ['root', 'Hemorrhoids'], ['root', 'Diabetes mellitus'], ['None', 'Dysentery'], ['root', 'Anti-inflammatory agents'], ['root', 'Antipyretics'], ['root', 'Aphrodisiacs'], ['seed', 'Exanthema'], ['whole plant', 'Fever'], ['seed', 'Leishmaniasis'], ['None', 'Flatulence'], ['None', 'Astringents'], ['None', 'Bronchitis'], ['None', 'Cardiotonic agents'], ['None', 'Cataract'], ['None', 'Common cold'], ['None', 'Contraceptive agents'], ['None', 'Cough'], ['None', 'Diarrhea'], ['root', 'Antifungal agents'], ['root', 'Anti-bacterial agents'], ['root', 'Anthelmintics'], ['root', 'Abdominal pain'], ['leaf', 'Dysentery'], ['leaf', 'Hemorrhoids'], ['leaf', 'Labor pain'], ['leaf', 'Low back pain'], ['leaf', 'Lung diseases'], ['leaf', 'Stomach diseases'], ['leaf', 'Typhoid fever'], ['leaf', 'Wound healing'], ['leaf', 'Furunculosis']]",Plantae,Leguminosae,Angiosperms,,"Desmodium gangeticum, Hedysarum gangeticum","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani"
3890,Desmodium laxiflorum,Desmodium laxiflorum,"[['None', 'Anti-inflammatory agents'], ['None', 'Spasm'], ['root', 'Vomiting'], ['None', 'Diuretics'], ['root', 'Unconsciousness'], ['bark', 'Eye diseases'], ['root', 'Hemorrhage'], ['root', 'Hematuria'], ['root', 'Fever'], ['root', 'Eye diseases'], ['bark', 'Diarrhea'], ['root', 'Smallpox'], ['bark', 'Hemorrhage'], ['root', 'Diarrhea']]",Plantae,Leguminosae,Angiosperms,,"Desmodium diffusum, Desmodium laxiflorum, Hedysarum recurvatum","Ayurveda, Siddha"
3894,Desmodium motorium,Codariocalyx motorius,"[['leaf', 'Headache'], ['None', 'Hypoglycemic agents'], ['None', 'Dysentery'], ['None', 'Diarrhea'], ['root', 'Liver diseases'], ['root', 'Laxatives'], ['root', 'Fever'], ['root', 'Emollients'], ['root', 'Dysentery'], ['root', 'Cough'], ['root', 'Asthma'], ['root', 'Appetite stimulants'], ['leaf', 'General tonic for rejuvenation'], ['leaf', 'Wounds and injuries'], ['fruit', 'Aphrodisiacs'], ['fruit', 'Diuretics'], ['fruit', 'General tonic for rejuvenation'], ['fruit', 'Wounds and injuries'], ['leaf', 'Antipyretics'], ['leaf', 'Wound healing'], ['leaf', 'Cholera'], ['leaf', 'Diuretics'], ['leaf', 'Vomiting'], ['leaf', 'Dysentery'], ['leaf', 'Fever'], ['fruit', 'Antipyretics'], ['leaf', 'Aphrodisiacs'], ['None', 'Liver diseases']]",Plantae,Leguminosae,Angiosperms,Telegraph Plant,"Desmodium gyrans, Desmodium motorium, Codariocalyx motorius",
3895,Desmodium multiflorum,Desmodium multiflorum,"[['root', 'General tonic for rejuvenation'], ['root', 'Pharyngitis'], ['None', 'Dysentery'], ['None', 'Diarrhea'], ['None', 'Common cold'], ['None', 'Wounds and injuries'], ['None', 'Abdominal pain'], ['None', 'Abscess']]",Plantae,Leguminosae,Angiosperms,,"Desmodium floribundum, Desmodium multiflorum",
